"finding_id","domain","severity","status","versions","location","finding","effect","evidence","independent_check","correction_or_strengthening","code_impact","confidence"
"P6-CH2-014","Einstein vibrational residual","Medium","미검증","v1.0.21-v1.0.23","Claude/docs/v1.0.23/_sections/ch2_sec04_einstein.tex:6-15,17-58,60-125; Claude/docs/v1.0.23/Anode_Fit_v1.0.23.py:406-448","단일 양의 unit-amplitude Einstein mode는 T-reference round-trip은 정확하지만 실제 reaction의 product-minus-reactant phonon spectrum 또는 ∂S_vib/∂x가 아니다.","활성화하면 연화형 양의 ΔC_p만 표현하고 mode multiplicity·hardening·음의 진동 기여를 담지 못해 물리 파라미터로 오인될 수 있다.","D:\Projects\Project_Anode_Fit\Codex\work\source_snapshots\8ea83fc6825d2e62c360e08d7738ef26d3171914\Claude\docs\v1.0.23\_sections\ch2_sec04_einstein.tex:6-15,17-58,60-125 | D:\Projects\Project_Anode_Fit\Codex\work\source_snapshots\8ea83fc6825d2e62c360e08d7738ef26d3171914\Claude\docs\v1.0.23\Anode_Fit_v1.0.23.py:406-448 | https://doi.org/10.1103/PhysRevB.70.174304","S_E 저온→0와 고온→R[1+ln(T/θ_E)] 및 dΔU/dT=ΔS/F를 재유도했다; θ_E=100-1000 K에서 ±20 K 편차의 부호가 항상 T-T_ref와 같음을 확인했다.","기본 비활성 상태를 유지하고 사용 시 signed amplitude 또는 product/reactant mode-set difference와 phonon evidence를 요구한다.","endpoint LCO_MSMR_LIT에는 theta_E가 없어 현재 수치 영향 없음; optional path만 영향","High"
"P6-CH2-015","LCO width parameter precedence","Medium","확정","v1.0.19-v1.0.23","Claude/docs/v1.0.23/Anode_Fit_v1.0.23.py:360-389,953-974","LCO_MSMR_LIT 각 전이는 w와 n=1을 함께 주지만 _n_factor가 n을 우선하여 표시 w=0.030/0.024/0.028 V는 모두 사용되지 않는다.","사용자가 서로 다른 peak 폭이 적용된다고 읽어도 실제 폭은 세 전이 모두 RT/F이며 fitting/documentation과 실행값이 달라진다.","D:\Projects\Project_Anode_Fit\Codex\work\source_snapshots\8ea83fc6825d2e62c360e08d7738ef26d3171914\Claude\docs\v1.0.23\Anode_Fit_v1.0.23.py:360-389,953-974","298.15 K에서 실제 n=1 폭은 0.025691238 V로 계산되어 listed w 대비 비가 각각 0.8564/1.0705/0.9175였다.","w와 n 동시 입력을 오류로 거부하거나 한 키만 남기고 precedence를 schema·guide·tests에 명시한다.","기본 LCO peak widths와 overlap weights에 직접 영향","High"
"P6-CH2-016","Default width temperature derivative","Medium","확정","v1.0.19-v1.0.23","Claude/docs/v1.0.23/Anode_Fit_v1.0.23.py:360-404","n도 w도 없으면 _n_factor는 n=1로 두어 width=RT/F를 쓰지만 _dwdT는 n 부재를 보고 0을 반환한다.","동일 transition의 curve는 thermal width를 쓰면서 entropy path는 frozen width로 미분하여 implicit derivative가 자체 정의와 불일치한다.","D:\Projects\Project_Anode_Fit\Codex\work\source_snapshots\8ea83fc6825d2e62c360e08d7738ef26d3171914\Claude\docs\v1.0.23\Anode_Fit_v1.0.23.py:360-404","키가 없는 경우 w(T)=RT/F이므로 해석 미분은 R/F=8.6169e-5 V/K이지 0이 아님을 직접 대입했다; LCO 기본은 n 명시라 이 branch를 타지 않는다.","default를 명시 n=1 thermal로 일관화하거나 no-key width를 frozen constant로 실제 구현한다.","shared entropy API의 no-key transition에 영향; endpoint LCO dataset에는 영향 없음","High"
"P6-CH2-017","Reversible heat sign and interface","Medium","미결","v1.0.19-v1.0.23","Claude/docs/v1.0.23/_sections/ch2_sec07_revheat.tex:10-60; Claude/docs/v1.0.23/Anode_Fit_v1.0.23.py:782-793","q_rev=-IT dU_oc/dT는 선언한 Bernardi cell-discharge convention에서는 맞지만 curve('discharge')의 electrode chemistry와 반대이며 API의 scalar I만으로 조립 방향을 강제하지 않는다.","호출자가 cell current와 electrode direction을 혼동하면 가역열 부호가 뒤집히며 full-cell에서는 음극 항 조립 부호도 별도다.","D:\Projects\Project_Anode_Fit\Codex\work\source_snapshots\8ea83fc6825d2e62c360e08d7738ef26d3171914\Claude\docs\v1.0.23\_sections\ch2_sec07_revheat.tex:10-60 | D:\Projects\Project_Anode_Fit\Codex\work\source_snapshots\8ea83fc6825d2e62c360e08d7738ef26d3171914\Claude\docs\v1.0.23\Anode_Fit_v1.0.23.py:782-793 | https://doi.org/10.1149/1.2113792","ΔG=-FU와 ΔS=-∂ΔG/∂T에서 dU/dT=ΔS/F, I>0 discharge에서 q_rev=-ITdU/dT를 재유도해 수식은 조건부 통과했다; interface-level direction mapping은 검증되지 않았다.","current convention enum과 electrode/full-cell assembly function을 추가하고 curve direction 문자열과 직접 연결하지 못하게 한다.","reversible_heat 호출 계약과 사용자 해석에 영향; 핵심 수식 부호 변경은 요구하지 않음","Medium-High"
"P6-CH2-018","Spinodal-to-hysteresis transfer","Medium","미검증","v1.0.19-v1.0.23","Claude/docs/v1.0.23/_sections/ch1_sec13_lcohys.tex:44-105; Claude/docs/v1.0.23/appendix_phase_separation.tex:169-389; Claude/docs/v1.0.23/Anode_Fit_v1.0.23.py:199-214","정규용액 spinodal 전위차는 metastable overrun 상한이고 equilibrium Maxwell plateau gap이 아니며 gamma·h_eta를 곱한 branch gap은 현상학적이다.","이를 예측 hysteresis로 사용하려면 nucleation·coherency·rate·temperature calibration이 필요하다; 현재 LCO에는 Ω/gamma가 배정되지 않았다.","D:\Projects\Project_Anode_Fit\Codex\work\source_snapshots\8ea83fc6825d2e62c360e08d7738ef26d3171914\Claude\docs\v1.0.23\_sections\ch1_sec13_lcohys.tex:44-105 | D:\Projects\Project_Anode_Fit\Codex\work\source_snapshots\8ea83fc6825d2e62c360e08d7738ef26d3171914\Claude\docs\v1.0.23\appendix_phase_separation.tex:169-389 | D:\Projects\Project_Anode_Fit\Codex\work\source_snapshots\8ea83fc6825d2e62c360e08d7738ef26d3171914\Claude\docs\v1.0.23\Anode_Fit_v1.0.23.py:199-214 | https://doi.org/10.1007/s00161-010-0178-1","u=sqrt(1-2RT/Ω), ΔU_sp=2[Ωu-2RT atanh(u)]/F를 재현했고 Ω→2RT+에서 8RTu^3/(3F)로 수렴함을 Ω=5000 J/mol에서 1.03% 이내 확인했다.","spinodal upper bound와 fitted branch gap을 분리 표기하고 gamma를 독립 round-trip 데이터로 식별하기 전 예측값으로 부르지 않는다.","LCO 기본 Ω 미배정이라 dormant; hysteresis option 활성화 시 영향","High"
"P6-CH2-019","Implicit entropy derivative consistency","Info","확정","v1.0.19-v1.0.23","Claude/docs/v1.0.23/Anode_Fit_v1.0.23.py:719-916","고정 x_bar charge balance를 음함수 미분한 complete/simple/config 식은 구현과 같은 모델의 유한차분에 수치 일치한다.","수학적 seam 오류 가능성은 낮아지지만 출처·파라미터·물리 가정은 검증하지 않는다.","D:\Projects\Project_Anode_Fit\Codex\work\source_snapshots\8ea83fc6825d2e62c360e08d7738ef26d3171914\Claude\docs\v1.0.23\Anode_Fit_v1.0.23.py:719-916 | D:\Projects\Project_Anode_Fit\Codex\work\scripts\probe_ch2_entropy_roundtrip.py:1-65 | D:\Projects\Project_Anode_Fit\Codex\work\phase006\ch2_entropy_roundtrip_probe.csv:1-31","기존 probe를 전문 검독했으며 graphite/LCO, 3개 온도, 5개 x_bar에서 최악 상대오차 3.507e-7와 절대오차 1.727e-11 V/K를 확인했다; snapshot에서는 재실행하지 않았다.","same-model mathematical consistency gate로 유지하되 physical validation으로 승격하지 않는다.","코드 변경 불필요; test naming/report wording만 보강","High"
"P6-CH2-020","Partition/configuration algebra","Info","확정","v1.0.19-v1.0.23","Claude/docs/v1.0.23/_sections/ch2_sec01_partition.tex:16-140; Claude/docs/v1.0.23/_sections/ch2_sec02_config.tex:11-132","독립 단일-site lattice gas에서 grand partition, occupancy/logistic, Nernst logit, ideal configurational entropy와 partial-molar sign chain은 선언한 θ/ξ convention 안에서 대수·차원이 일치한다.","이 통과는 independent-site/single-phase 가정 안에서만 유효하고 two-phase broadening·multi-species coupling을 정당화하지 않는다.","D:\Projects\Project_Anode_Fit\Codex\work\source_snapshots\8ea83fc6825d2e62c360e08d7738ef26d3171914\Claude\docs\v1.0.23\_sections\ch2_sec01_partition.tex:16-140 | D:\Projects\Project_Anode_Fit\Codex\work\source_snapshots\8ea83fc6825d2e62c360e08d7738ef26d3171914\Claude\docs\v1.0.23\_sections\ch2_sec02_config.tex:11-132 | https://doi.org/10.1149/2.0341708jes","Ξ1=1+exp[-β(ε-μ)], θ=[1+exp((V-U)/w)]^-1, ξ=1-θ, dS_mix/dθ=R ln[(1-θ)/θ]=R ln[ξ/(1-ξ)]를 독립 유도했다.","핵심 유도는 유지하고 적용범위 및 two-phase 예외를 더 앞에 고정한다.","코드 변경 불필요","High"
"P7-CH3-001","blend mass normalization","High","확정","v1.0.22-v1.0.23; code v1.0.23","_sections/ch3v22_notation.tex:29-30; _sections/ch3v22_sec03_blend.tex:78-84,203-215; _sections/ch3v22_sec05_code.tex:44-51; Anode_Fit_v1.0.23.py:1252-1270,1288-1319; Codex/work/phase005/ch3_blend_normalization_probe.csv:1-5","from_wt() computes the mass-to-capacity fraction formula correctly, but __init__ holds the native graphite capacity Q_gr0 fixed and adds Q_Si=f/(1-f) Q_gr0. A nominal fixed-total-active-mass wt% sweep is therefore implemented as fixed graphite mass plus added Si.","Absolute total capacity and unnormalized dQ/dV amplitudes are inflated by exactly 1/(1-m_Si); the captioned Q=0.97/1.26/1.62/2.09 Q_cell values are a fixed-graphite-addition series, not a fixed-mass 0/10/20/30 wt% series. The equilibrium curves normalized by their own Q retain the correct capacity-fraction shape.","For fixed active mass M, Q_fixed=M[(1-m)q_gr+m q_Si]. The code corresponds to M_code=M/(1-m), hence Q_code=Q_fixed/(1-m). The direct probe gives inflation 1, 1.111111, 1.25, and 1.428571 at m=0,0.1,0.2,0.3, while the normalized-shape difference is at floating-point zero.","Independent import with Python -B reproduced f_Si to machine precision and Q_code/Q_fixed=1/(1-m). Numerical integration over -0.5 to 1.2 V recovered each code-defined Q within 6.9e-7 relative error; rescaling to fixed mass changed normalized equilibrium shape by at most 8.882e-16.","Define the mass basis explicitly. For a fixed-total-active-mass constructor, scale Q_gr=(1-m)M q_gr and Q_Si=mM q_Si before forming f. Preserve the existing fixed-graphite behavior only under an explicitly named basis. Replace the figure's absolute Q labels or regenerate it on the declared fixed-mass basis.","High: constructor scaling, from_wt contract, Figure 2 source coordinates/caption, and absolute-capacity tests require correction. The f_Si algebra itself should be retained.","Very high"
"P7-CH3-002","blend validation gate","Medium","확정","v1.0.22-v1.0.23; code v1.0.23","_sections/ch3v22_sec05_code.tex:40-52; _sections/ch3v22_sec03_blend.tex:203-222; Codex/results/phase009_preliminary_document_code_traceability.csv:26-28","Gate G3 integrates the model output to the same model-defined Q=Q_gr+Q_Si, so it is an internal area identity and is blind to the fixed-total-mass normalization defect.","G1-G3 can all pass while the nominal wt% series has the wrong absolute mass and capacity basis; the present gate cannot validate comparison with fixed-loading experiments.","The logistic derivative integrates to its assigned Q_j by construction. Phase-005's probe simultaneously satisfies model area conservation and shows the 1/(1-m) external-basis inflation.","Re-derived the integral and compared code-defined Q with the independent fixed-M expression; the two tests answer different questions.","Add a fixed-M gate checking Q_total/M=(1-m)q_gr+m q_Si, Q_gr/M=(1-m)q_gr, Q_Si/M=m q_Si, plus absolute-area checks at each wt%. Keep G3 as an internal conservation test but do not use it as composition-basis validation.","Tests and figure-generation validation only; no need to discard the pooled charge-balance solver.","Very high"
"P7-CH3-003","grand-canonical blend thermodynamics","High","확정","v1.0.22-v1.0.23; code v1.0.23","_sections/ch3v22_sec03_blend.tex:4-15,17-46,61-77,128-133,229-272; Anode_Fit_v1.0.23.py:1146-1165,1278-1284,1322-1328,1355-1365","A common Li chemical potential at equilibrium is exact, but the host-product partition function and additive pure-host response are exact only after imposing G_int=0 or an equivalent independent-host mean-field closure. The chapter acknowledges the independence assumption yet twice describes the written balance as exact at equilibrium without keeping that qualifier attached.","Inter-host elastic, interfacial, and activity interactions can shift both host chemical potentials and destroy factorization while preserving a common equilibrium multiplier. The current equation and code cannot establish true coupled nonideality from a shared voltage axis or additive peaks.","For G=G_gr(N_gr)+G_Si(N_Si)+G_int(N_gr,N_Si) with N_gr+N_Si=N, stationarity gives mu_gr+partial_Ngr G_int=mu_Si+partial_NSi G_int=lambda. Xi factorizes and the pure-host capacities add only when G_int is absent/separable. Code pools independent logistic transitions and contains no G_int state.","The strongest refutation is partly successful: lines 25-27 and 42-46 explicitly call out host independence, and GS-2 limits finite-rate use. Thus the algebra is internally consistent and the common-mu premise is not rejected; only the unqualified physical-exactness wording and empirical interpretation fail.","Rewrite exact as exact within the declared independent-host equilibrium model. Add the coupled stationarity equation with G_int derivatives as the excluded general case, and state that common voltage is a necessary equilibrium condition, not evidence for factorization or negligible interaction.","Model-scope change unless coupled interactions are desired. Existing equilibrium methods correctly implement the restricted additive model and can remain if their contract is narrowed.","Very high"
"P7-CH3-004","finite-rate host current partition","Medium","확정","v1.0.22-v1.0.23; code v1.0.23","_sections/ch3v22_sec03_blend.tex:229-272; _sections/ch3v22_sec05_code.tex:54-61; Anode_Fit_v1.0.23.py:1171-1173,1331-1352,1394-1404","The finite-rate dqdv() and curve() wrappers pass the same electrode-level I_abs and Q_cell to both host models and add their outputs; no equation enforces I_gr+I_Si=I or solves host-specific overpotentials/current switching.","Finite-rate curves cannot predict state-of-charge-dependent host switching, nonadditivity, or a physically conserved current split. A common voltage axis and an additive response are not empirical validation of those phenomena.","Code lines 1339-1340 and 1351-1352 call both hosts with identical current arguments. Ai et al., DOI 10.1016/j.jpowsour.2022.231142, requires a composite-electrode kinetic model for the host-current split; Chatzogiannakis et al., DOI 10.1002/batt.202500104, reports nonadditive host contributions.","The proposed High finding was downgraded because GS-2 and nonadditive_correction() explicitly expose the omission and warn against a 1:1 experimental reading. The remaining defect is that public finite-rate methods still return a numerical curve without a host-current closure.","Either restrict the blend API to equilibrium for this model or add a current-partition/transport submodel with I_gr+I_Si=I and host-specific kinetics. Make finite-rate outputs visibly scoped as heuristic until then.","Medium: dqdv/curve semantics and tests. equilibrium(), solve_U_oc(), and explicit NotImplemented boundary are internally consistent.","High"
"P7-CH3-005","stress measure and thin-film geometry","High","확정","v1.0.22-v1.0.23; code v1.0.23","_sections/ch3v22_notation.tex:33-36; _sections/ch3v22_sec01_map.tex:48-53; _sections/ch3v22_sec02_cases.tex:50-52; _sections/ch3v22_sec04_mech.tex:16-68; Anode_Fit_v1.0.23.py:1167-1170,1190-1192,1242-1250; Codex/work/phase007/ch3_sethuraman_geometry_source_check.md:16-75","The chapter's 100-120 mV/GPa Sethuraman number is a slope against equi-biaxial in-plane film stress, not hydrostatic stress, but the chapter assigns it directly to Lambda_sigma=dV/dsigma_h. The primary measurements span 100-125 mV/GPa (125, 104, and 110).","This conflates stress measures by a factor 3/2. Under plane stress sigma=diag(sigma_b,sigma_b,0), sigma_h=2 sigma_b/3, so dV/dsigma_h=(3/2)dV/dsigma_b. A caller using the measured biaxial slope as a hydrostatic coefficient produces the wrong voltage shift.","Sethuraman et al., DOI 10.1149/1.3489378, identifies equi-biaxial film stress and zero out-of-plane stress and predicts about 62 mV/GPa for thin-film biaxial geometry, while measuring 125, 104, and 110 mV/GPa versus biaxial stress. With v_Si=12.7 cm3/mol and eta=0.7, vbar=8.89e-6 m3/mol gives 92.138 mV/GPa hydrostatic and 61.426 mV/GPa biaxial.","Independent tensor contraction gives sigma_h=tr(sigma)/3=2 sigma_b/3 and therefore Lambda_h=1.5 Lambda_b. The supplied source-check record reports a full 21/21-page visual read and independently reaches the same result. Compression-negative/tension-positive signs remain consistent.","Define Lambda_h=dV/dsigma_h and Lambda_b=dV/dsigma_b separately; report the 62 mV/GPa theoretical biaxial estimate, the 92 mV/GPa corresponding hydrostatic estimate, and the 100-125 mV/GPa measured biaxial slopes without equating them. Require si_stress_offset callers to declare the supplied stress measure.","High documentation/API-semantics impact. Code presently accepts only a precomputed voltage offset, so no numerical stress conversion is implemented to repair or validate.","Very high"
"P7-CH3-006","finite-strain domain","High","확정","v1.0.22-v1.0.23; code v1.0.23","_sections/ch3v22_sec01_map.tex:16-20,48-53; _sections/ch3v22_sec04_mech.tex:16-60,71-105; Anode_Fit_v1.0.23.py:1167-1170,1382-1392; Codex/work/phase007/ch3_sethuraman_geometry_source_check.md:16-22,62-75","The chapter presents the linear small-strain Larché-Cahn stress term as the closed reversible result without an explicit validity caveat despite invoking roughly 300% Si volume expansion.","The expression is defensible only as a local linearization about a specified state. It is not an adequate finite-lithiation constitutive law for the full Si trajectory; stress measure, strain measure, reference volume, and plastic/chemical deformation decomposition become material to the chemical potential.","The author manuscript of Sethuraman et al., DOI 10.1149/1.3489378, explicitly limits the expression to small strain, small solute concentration, and isotropic compositional strain; it says errors can be substantial near 270% volume strain and calls for finite kinematics and conjugate stress/strain measures. Bower, Guduru, and Sethuraman, DOI 10.1016/j.jmps.2011.01.003, formulates a finite-strain/plastic-flow alternative.","The proposed High finding survives refutation: GS-1 honestly excludes the plastic closure, but it does not delimit the reversible equation's finite-strain domain. The supplied 21/21-page visual source check confirms the limitation. Excluding plasticity is not the same as validating small-strain kinematics.","Label equations 3.8-3.11 as first-order/local small-strain relations, list the small-solute and isotropic-expansion assumptions, specify their reference state and admissible increments, and point to a finite-strain chemo-mechanical formulation for full 270-300% expansion. Do not use the linear formula for absolute full-cycle prediction without that closure.","Document high; current code low because it exposes only an externally computed offset and no finite-strain state. Any future stress calculator must use a finite-strain contract.","Very high"
"P7-CH3-007","partial molar volume closure","Medium","확정","v1.0.22-v1.0.23; code v1.0.23","_sections/ch3v22_notation.tex:33-35; _sections/ch3v22_sec04_mech.tex:19-24,49-68; Anode_Fit_v1.0.23.py:1168-1170,1190-1192,1242-1250; Codex/work/phase007/ch3_sethuraman_geometry_source_check.md:38-48,54-75,77-85","The scalar partial molar volume is defined only as a derivative with respect to unspecified Li content, with no molar denominator, composition/phase dependence, numerical provenance, uncertainty, or transfer rule across elemental Si, SiOx, and Si-C.","Lambda_sigma cannot be computed reproducibly, and a constant value can silently mix per-mole-Li, per-mole-Si, and composition-dependent conventions. Transfer across cycle state and material class is empirically unsupported.","The chapter itself leaves the exact value unverified at lines 66-68. Sethuraman's thin-film estimate uses the approximation vbar_Li=v_Si eta=12.7 cm3/mol times 0.7, not a generally established constant; the supplied full-read record marks quantitative transfer to high-lithiation particles/composites as 미검증. DOI 10.1039/D2CP01545E reports concentration-dependent swelling/partial-molar-volume behavior at abstract level; full text was not retrieved and is not used for equation-level adoption here.","The proposed High finding was downgraded to Medium because the document explicitly flags the missing numerical value and code does not hard-code one. The provenance and dimensional-definition gap itself is confirmed.","Define composition c and units explicitly, write vbar_Li(c,T,phase,history)=partial V/partial n_Li at fixed declared variables, cite the adopted data or model, and carry uncertainty. Keep a constant only as a named local approximation with a composition interval.","Medium documentation and future-mechanics impact; present code delegates the entire value to si_stress_offset.","High"
"P7-CH3-008","stress sign and reference state","Low","확정","v1.0.22-v1.0.23; code v1.0.23","_sections/ch3v22_sec04_mech.tex:19-47,56-60; Anode_Fit_v1.0.23.py:1242-1250","The proposed sign defect is refuted: with tension positive and positive expansion partial molar volume, mu=mu0-vbar sigma_h and V=V0+vbar sigma_h/F correctly predict lower potential in compression and higher potential in tension. The remaining limitation is that V0 is specified at the same theta and zero stress but not explicitly at the same T, phase/microstructure, and cycle branch.","The sign chain is internally sound. Without the additional state qualifiers, comparisons across amorphization, Li15Si4 formation, or cycle history may fold structural voltage shifts into the stress term.","Direct substitution into mu_host-mu_Li=-FV reproduces equations 3.9-3.10 and Sethuraman's compression/tension trend. Lines 38-40 explicitly define a same-theta stress-free reference, defeating the stronger proposed criticism.","Checked both the thermodynamic sign and thin-film stress convention independently. Only the state-space completeness, not the sign, remains open.","Write V0(theta,T,z) with z denoting phase/microstructure/history and require stress perturbations to be compared at fixed theta,T,z. Preserve the present tension-positive sign convention.","Low documentation impact. Code's additive offset has the same sign convention but cannot enforce the reference-state match.","Very high"
"P7-CH3-009","material and capacity basis transfer","High","확정","v1.0.22-v1.0.23; code v1.0.23","_sections/ch3v22_sec02_cases.tex:15-35,67-76; _sections/ch3v22_sec03_blend.tex:78-84,203-213; Anode_Fit_v1.0.23.py:1105-1115,1134-1140,1288-1319","The three q_Si defaults are not commensurate: elemental Si uses a first-cycle reversible per-Si value, SiO uses a theoretical per-SiO-compound value, and Andersen's 3117 mAh/g is effectively normalized per gram of Si in a 60% Si composite, not per gram of a generic Si-C composite. The single m_Si/q_Si interface does not declare these different denominators or cycle states.","Case-dependent wt% to f_Si conversion can represent different physical mass fractions under the same variable name and can double count or omit the internal graphite/inactive matrix of the Si-C source electrode. The stated 30 wt% to f_Si range and cross-case capacity comparison are therefore not transferable as written.","Andersen et al., DOI 10.1038/s41598-019-51324-4, reports 3801/3117 for an electrode containing 60% Si and explicitly states that 1000 mAh/g Si equals 600 mAh/g total electrode. If 3117 were per total electrode, even the ideal 60%Si+30%graphite bound would be only 0.6*3579+0.3*372=2259 mAh/g. The source thus confirms a per-Si basis. The SiO value is tied to the SiO compound basis, not elemental Si mass.","The proposed Andersen finding survives refutation. The arithmetic bound and the source's explicit 1000-to-600 conversion independently fix the denominator.","Create a basis registry for every q: numerator direction/cycle, denominator species, active/inactive constituents, and electrode composition. Replace m_Si with m_component or elemental-Si mass as appropriate; model internal graphite and inactive mass explicitly for Si-C or use a true per-composite capacity.","High: SI_SPECIFIC_CAPACITY defaults, from_wt semantics, documented sweep ranges, and any case-comparison figures/tests require correction.","Very high"
"P7-CH3-010","phase transformation and path state","Medium","확정","v1.0.22-v1.0.23; code v1.0.23","_sections/ch3v22_sec01_map.tex:40-47,113-116; _sections/ch3v22_sec02_cases.tex:39-65; Anode_Fit_v1.0.23.py:1074-1115","The narrative 'first cycle two-phase, subsequent cycles solid-solution' is too universal. The observed route depends on starting crystallinity, lithiation cutoff, whether crystalline Li15Si4 formed, particle geometry, and rate; the static si_case logistic lists contain no cycle, cutoff, phase, or amorphization state.","A fitted component can reproduce a hump while being wrongly interpreted as a phase mechanism, and one parameter set cannot transfer across first lithiation, amorphous cycling, and Li15Si4-forming paths.","Wang et al., DOI 10.1021/nl304379k, and McDowell et al., DOI 10.1021/nl3044508, establish two-phase lithiation for specific amorphous-Si nanoscale conditions; McDowell's path changes when crystalline Li15Si4 is formed. Ogata et al., DOI 10.1038/ncomms4217, reports rate-dependent amorphous/crystalline phase evolution beyond the first cycle.","The chapter's lines 113-116 and code lines 1075-1080 already warn that logistic components are not phases, which downgrades the issue from High. The material-state prose remains broader than the cited experimental domains.","Qualify each mechanism by initial structure, cycle number, voltage cutoff, rate, and geometry. Add a path-state table and keep the current code explicitly phenomenological unless those state variables are introduced.","Medium documentation/model-transfer impact. No current code path can switch mechanisms by history.","High"
"P7-CH3-011","hysteresis causal attribution","Medium","확정","v1.0.22-v1.0.23; code v1.0.23","_sections/ch3v22_sec01_map.tex:50-53,78-86; _sections/ch3v22_sec02_cases.tex:50-52; _sections/ch3v22_sec04_mech.tex:4-13,71-105; Anode_Fit_v1.0.23.py:1167-1173,1382-1392; Codex/work/phase007/ch3_sethuraman_geometry_source_check.md:38-48,54-64","The chapter upgrades thin-film stress-potential coupling into a general claim that the dominant Si hysteresis contribution is mechanical. The cited experiment establishes a substantial coupling contribution under its protocol, but it does not isolate universal dominance over phase-path, kinetic, mixed-potential/SEI, and structural-relaxation contributions across elemental Si, SiOx, and Si-C.","Readers may treat a material- and protocol-dependent attribution as a transferable mechanism and fit all residual branch separation as stress/plasticity.","Sethuraman et al., DOI 10.1149/1.3489378, measured 100-125 mV/GPa (125, 104, and 110) but predicted about 62 mV/GPa and describes the theory as 40-50% smaller, with approximation limitations or missing physics as possible causes. It also calls for composite-electrode measurements. Chapter GS-1 concedes that the stress-history constitutive law is missing.","The existence and sign of a mechanical contribution are confirmed; the stronger dominance claim could not be closed from the primary evidence inspected. This is an empirical-validity issue, not an internal sign inconsistency.","Replace dominant with 'substantial in constrained thin-film measurements' unless a mechanism-resolved energy/voltage budget is supplied. Separate mechanical, phase-path, kinetic, and interfacial contributions in the scope table.","Low direct code impact because plastic hysteresis is explicitly NotImplemented; high risk if users infer stress from fitted offsets.","High"
"P7-CH3-012","SiOx irreversible-lithium attribution","Medium","근거 미발견","v1.0.22-v1.0.23","_sections/ch3v22_sec02_cases.tex:54-65; _sections/ch3v22_bib.tex:25-28","The statement that about 40% of consumed Li directly forms silicate/Li2O is inferred from 58.5% initial Coulombic efficiency, but ICE alone measures total first-cycle irreversibility and cannot allocate that loss among conversion products, SEI, trapped Li, and inaccessible active material.","The magnitude of irreversible conversion is presented as directly quantified when the cited numerical observable is only a lumped efficiency.","The arithmetic 1-0.585=0.415 establishes total irreversible charge only. Miyachi's XPS evidence establishes product identity, while no phase-resolved quantitative Li balance supporting the 40% allocation was found in the accessed evidence. Yom et al., DOI 10.1016/j.jpowsour.2016.02.025, was not available as verified full text in this audit.","Attempted refutation could not recover a source-grounded phase allocation. Because the relevant full text was not retrieved, the allocation is marked 근거 미발견 rather than declared chemically false.","State 41.5% total first-cycle irreversible charge and separately list identified products. Quantify silicate/Li2O allocation only with a phase-resolved Li/material balance and give SEI/trapped-Li residuals.","No direct code calculation; impacts the SiOx material narrative and any future irreversible-capacity state model.","High"
"P7-CH3-013","capacity-limited Si-C cycling","Medium","확정","v1.0.22-v1.0.23","_sections/ch3v22_sec02_cases.tex:67-78; Anode_Fit_v1.0.23.py:1105-1115","Calling the Andersen electrode stable for more than 1200 cycles compresses a capacity-limited half-cell result into a retention claim. The primary paper explicitly warns that limited cycling masks degradation until reservoirs are depleted and reports steadily rising resistance and end voltage.","The result is not transferable to unrestricted capacity, full-cell Li inventory, or absence of SEI/LAM degradation; it can overstate durability of the Si-C case.","Andersen et al., DOI 10.1038/s41598-019-51324-4, used 1000 mAh/g Si, equivalent to 600 mAh/g total electrode, with FEC and CMC/SBR. Its official full text states that observable degradation is masked, resistance rises to about 100 ohm, and sudden failure follows reservoir depletion.","The chapter does mention capacity limitation, FEC, and binder, so the protocol is not hidden; the word stable and transfer into a generic case row remain too strong. Severity is therefore Medium, not High.","Describe it as maintained capped capacity under a specified half-cell protocol while internal resistance/end voltage indicate ongoing degradation; do not use it as an unrestricted cycle-life parameter.","No cycle-life/degradation code exists. The case-set should not imply that its static dQ/dV parameters encode the 1200-cycle result.","Very high"
"P7-CH3-014","fracture-driven loss of active material boundary","Medium","확정","v1.0.22-v1.0.23; code v1.0.23","_sections/ch3v22_sec01_map.tex:48-61,71-93; _sections/ch3v22_sec02_cases.tex:47-52; Anode_Fit_v1.0.23.py:1146-1205,1382-1404","Fracture and crack-driven electrical isolation/LAM are used to motivate particle-size and cycle behavior, but they are neither state variables nor an explicit GS-style output exclusion. The roughly 150 nm first-lithiation threshold is presented without a geometry, crystallinity, and loading-domain qualifier.","The model cannot predict fracture onset, active-area evolution, electrical disconnection, or capacity fade, and the cited threshold can be misread as a universal design limit.","Liu et al., DOI 10.1021/nn204476h, is a primary size-dependent first-lithiation study of silicon nanoparticles. The code has no size, geometry, crack, contact, or active-fraction state; only plastic-loop and finite-rate nonadditivity placeholders are explicit.","The source supports size-dependent fracture and a scale near 150 nm in its tested system; it does not validate universal transfer to SiOx, Si-C, films, or later cycles.","Add a formal exclusion: no fracture, contact loss, or LAM prediction. Qualify the 150 nm value by particle geometry/material/cycle, and require a damage/contact model before connecting it to capacity retention.","No current implementation; add scope metadata or an explicit unsupported-output guard if degradation observables are exposed later.","High"
