critic_id,source_finding_or_record,domain,chapter_or_version,severity,evidence_status,critic_disposition,controlling_location,claim_or_problem,refutation_attempt,verified_source_or_artifact_evidence,final_judgment,required_action_or_integration_role,adoption_risk_or_code_impact,confidence
"P10-A002","LIT-065-DUBARRY","LITERATURE_ADDITIONAL","Ch1/Part T","High","확정","MODIFY","Codex/results/phase004_additional_literature_source_matrix.csv:66","Incremental-capacity acquisition and processing guards are not anchored to a dedicated ICA methods source.","Read the official Frontiers 18-page full PDF and separated processing guidance from graphite phase assignment.","Dubarry and Anseán, Frontiers in Energy Research 10, 1023555, https://doi.org/10.3389/fenrg.2022.1023555; official full PDF accessed 2026-07-19.","Adopt now for ICA method guardrails only.","Place immediately after eq:eqpeak and before broadening; repeat a concise acquisition/filtering/sign/data-quality checklist in Part T's method/acquisition table.","Low risk if bounded to measurement and processing; high if used for structural phase claims.","0.999"
"P10-A003","LIT-044-YAO","LITERATURE_ADDITIONAL","Ch1","High","확정","AFFIRM","Codex/results/phase004_additional_literature_source_matrix.csv:45","The broadening/lag narrative needs direct evidence that porous-electrode concentration gradients can mimic or smear fitted features.","Read the official RSC full HTML and verified the operando graphite system and 1C transport context.","Yao et al., Energy & Environmental Science 12, 656-665, https://doi.org/10.1039/C8EE02373E; official full HTML and Argonne manuscript available, accessed 2026-07-19.","Adopt now as a competing-mechanism and validity-boundary source.","Place in Chapter 1 Sec. 1.07 broadening sources and Sec. 1.08 lag validity; state that the 1C porous-electrode gradients are not a calibration of the ICA width or memory kernel.","Moderate transfer risk if diffraction gradients are mapped directly to fit parameters.","0.999"
"P10-A004","LIT-045-KIM","LITERATURE_ADDITIONAL","Ch2","High","확정","MODIFY","Codex/results/phase004_additional_literature_source_matrix.csv:46","LCO configurational-order interpretation needs direct entropy/structure evidence before the reduced model.","Read the official RSC full HTML and checked material, dopant, voltage, and protocol limits.","Kim et al., Energy & Environmental Science 13, 286-296, https://doi.org/10.1039/C9EE02964H; official full HTML accessed 2026-07-19.","Adopt now for experimental ordering signatures, not universal Omega or entropy parameters.","Place in the Chapter 2 pre-model evidence/status subsection before the regular-solution reduction and again at the configurational decomposition validation boundary.","Moderate transfer risk across dopant level and voltage limit.","0.999"
"P10-A005","LIT-062-HUDAK","LITERATURE_ADDITIONAL","Ch2","High","확정","MODIFY","Codex/results/phase004_additional_literature_source_matrix.csv:63","The LCO chapter lacks a stationarity/aging boundary for entropy features.","Read the full Sandia/OSTI author manuscript and checked what changes locally versus globally with cycling.","Hudak, Davis, and Nagasubramanian, Journal of The Electrochemical Society 162, A315-A321, https://doi.org/10.1149/2.0071503jes; full author manuscript accessed 2026-07-19.","Adopt now for localized ordering-feature aging and parameter-stationarity limits.","Place beside the Chapter 2 entropy decomposition/peak-validity discussion and in validation requirements; do not import a universal aging coefficient.","Low-to-moderate risk if localized changes are generalized to all thermodynamic parameters.","0.999"
"P10-A006","LIT-042-OTERO","LITERATURE_ADDITIONAL","Ch3","Critical","확정","AFFIRM","Codex/results/phase004_additional_literature_source_matrix.csv:43","The public blend wt% path lacks an external total-mass normalization anchor.","Read the publisher full HTML and reconstructed its component-weight capacity equation.","Otero et al., Scientific Reports 8, 15851, https://doi.org/10.1038/s41598-018-33405-y; publisher full HTML accessed 2026-07-19.","Adopt now as the mass/capacity-basis authority.","Place in Chapter 3 Sec. 3.3 immediately before wt%-to-capacity conversion and in Sec. 3.5 API basis documentation; distinguish fixed-total-active-mass from fixed-graphite-addition sweeps.","High impact: basis ambiguity changes absolute Q while leaving normalized shape deceptively unchanged.","0.999"
"P10-A007","LIT-037-MOON","LITERATURE_ADDITIONAL","Ch3","High","확정","MODIFY","Codex/results/phase004_additional_literature_source_matrix.csv:38","The equilibrium weighted-sum picture needs direct evidence delimiting host cross-talk and mechanical nonadditivity.","Read the Nature full HTML and checked that evidence concerns coupled Si-graphite reaction/mechanical response rather than an equilibrium partition law.","Moon et al., Nature Communications 12, 2714, https://doi.org/10.1038/s41467-021-22662-7; publisher full HTML accessed 2026-07-19.","Adopt now as counterevidence/boundary, not as a parameter source.","Place immediately after the common-mu equilibrium sum/GS-2 and in the mechanics-coupling section to motivate finite-rate/cycled nonadditivity.","Low risk when used as a boundary; high if mined for universal blend parameters.","0.999"
"P10-A008","LIT-057-SETHURAMAN","LITERATURE_ADDITIONAL","Ch3","Critical","확정","MODIFY","Codex/results/phase004_additional_literature_source_matrix.csv:58","The mechanics section treats biaxial-film slopes as a hydrostatic coefficient and omits finite-strain validity.","Read the full author manuscript and reconstructed the plane-stress relation and theory/measurement comparison.","Sethuraman et al., Journal of The Electrochemical Society 157, A1253-A1261, https://doi.org/10.1149/1.3489378; full author manuscript accessed 2026-07-19.","Adopt now as a geometry and validity correction, not a universal particle coefficient.","Place before the scalar stress-potential coupling: report biaxial geometry, sigma_h=2 sigma_b/3, theoretical about 60 versus measured about 100-125 mV/GPa, and the high-lithiation finite-strain warning.","High impact: a stress-measure transfer error directly scales voltage offset.","0.999"
"P10-A009","LIT-040-ZHANG","LITERATURE_ADDITIONAL","Ch3","High","확정","MODIFY","Codex/results/phase004_additional_literature_source_matrix.csv:41","The chapter needs an authoritative constitutive-layer boundary for finite strain, plasticity, and failure.","Read the Nature full HTML and checked that it supports the omitted model layer rather than the current scalar closure.","Zhang, npj Computational Materials 3, 7, https://doi.org/10.1038/s41524-017-0009-z; publisher full HTML accessed 2026-07-19.","Adopt now to define the omitted constitutive layer.","Place in the Chapter 3 mechanics validity envelope and beside GS-1; do not use it to calibrate the current scalar offset.","Low risk as scope authority; high if presented as implementation validation.","0.999"
"P10-A010","LIT-059-BERLINER","LITERATURE_ADDITIONAL","Ch2/Ch3","High","확정","MODIFY","Codex/results/phase004_additional_literature_source_matrix.csv:60","Battery-specific nonlinear identifiability discipline is missing from material fitting chapters.","Read the full MIT author PDF and tested transfer at the level of method, not porous-electrode parameter values.","Berliner et al., Journal of The Electrochemical Society 168, 090546, https://doi.org/10.1149/1945-7111/ac26b1; full author PDF accessed 2026-07-19.","Adopt now for battery-specific identifiability/orthogonal-data requirements.","Place in Chapter 2 and Chapter 3 inverse/UQ sections after the Raue common method; prohibit transfer of its P2D parameter set or numerical bounds.","Low method-transfer risk; high numerical-transfer risk.","0.999"
"P10-A011","LIT-027-VAN-DE-WALLE","LITERATURE_ADDITIONAL","Ch2","Medium","미검증","UNRESOLVED","Codex/results/phase004_additional_literature_source_matrix.csv:28","A first-principles LCO ordering source could clarify why a single Omega is only a reduction.","Verified identity but refused equation-level adoption from abstract-only access.","van de Walle and Ceder, Journal of Power Sources 81-82, 680-684, https://doi.org/10.1016/S0378-7753(99)00237-2; abstract-only access.","Candidate requires full-text retrieval before claim-level integration.","If retrieved, place in the Chapter 2 pre-model status section to bound cluster-interaction-to-single-Omega reduction; import no coefficient from metadata.","Premature use would repeat the Van der Ven transfer error.","0.980"
"P10-A012","LIT-030-BAEK","LITERATURE_ADDITIONAL","Ch2","Medium","미검증","UNRESOLVED","Codex/results/phase004_additional_literature_source_matrix.csv:31","A modern entropic-potential interpretive guide may strengthen decomposition definitions and validity limits.","Verified DOI/identity but did not treat abstract-only access as equation support.","Baek et al., Journal of Physical Chemistry C 126, 6096-6110, https://doi.org/10.1021/acs.jpcc.1c10414; abstract/metadata-only access.","Candidate requires full text for exact integration.","After retrieval, consider the Chapter 2 entropy-decomposition definitions and validity domain; do not use for numerical components beforehand.","Abstract-only transfer could launder equations or exclusions.","0.980"
"P10-A013","LIT-049-DRESSELHAUS","LITERATURE_ADDITIONAL","Ch1","Medium","미검증","UNRESOLVED","Codex/results/phase004_additional_literature_source_matrix.csv:50","A broad graphite intercalation review could strengthen the opening stage taxonomy.","Verified identity but found only abstract-level access in the audit record.","Dresselhaus and Dresselhaus, Advances in Physics 51, 1-186, https://doi.org/10.1080/00018730110113644; abstract-only access.","Candidate requires retrieval before detailed staging claims.","If retrieved, place in the Chapter 1 opening taxonomy and use only to frame the reduced logistic representation.","Without pages, detailed stage assignments remain unsupported.","0.980"
"P10-A014","LIT-055-RAO-NEWMAN","LITERATURE_ADDITIONAL","Part T","Medium","미검증","UNRESOLVED","Codex/results/phase004_additional_literature_source_matrix.csv:56","An external general energy-balance source is preferable to internal numverif for heat equations.","Verified identity but declined equation adoption from publisher metadata/abstract.","Rao and Newman, Journal of The Electrochemical Society 144, 2697-2704, https://doi.org/10.1149/1.1837884; abstract/metadata-only access.","Candidate requires full equation-level retrieval.","After retrieval, place beside Part T's total heat balance; retain internal tests only as reproducibility evidence.","Wrong sign or omitted term could be imported if adopted from metadata.","0.980"
"P10-A015","LIT-061-LIAN-BAZANT","LITERATURE_ADDITIONAL","Ch1/Part T","Low","미검증","UNRESOLVED","Codex/results/phase004_additional_literature_source_matrix.csv:62","Fast-charge porous-electrode work may delimit transport/plating confounding.","Verified official record and abstract/conclusion but did not retrieve the full body.","Lian and Bazant, Journal of The Electrochemical Society 171, 010526, https://doi.org/10.1149/1945-7111/ad1e3d; limited abstract/conclusion access.","Candidate only; not needed for current near-equilibrium equations.","Retrieve before any detailed use; potential placement is Chapter 1 broadening/lag and Part T gaps as a fast-charge boundary.","Low immediate benefit; risk of scope expansion and inappropriate rate transfer.","0.970"
"P10-A016","LIT-067-PARK","LITERATURE_ADDITIONAL","Ch1/Part T","Medium","미검증","UNRESOLVED","Codex/results/phase004_additional_literature_source_matrix.csv:68","An existing GITT citation is used in broad width-origin contexts without a fresh source-level check.","Verified identity but did not re-read the full article in this pass.","Park et al., Materials 14, 4683, https://doi.org/10.3390/ma14164683; bibliography/occurrence extracts only in this audit.","Retention beyond GITT qualification remains unresolved.","Re-read full text before using it for broadening mechanisms; otherwise keep only a bounded diffusion/GITT role.","Overbroad use could turn a diffusion measurement into a universal width explanation.","0.970"
"P10-A017","LIT-064-WONG","LITERATURE_ADDITIONAL","Part T","Low","확정","REJECT","Codex/results/phase004_additional_literature_source_matrix.csv:65","Parallel-connected-cell DVA was proposed as direct support for the present single-cell method.","Checked system topology and observable scope.","Wong et al., ACC 2024, https://doi.org/10.23919/ACC60939.2024.10644672; official record/preprint metadata, no full-text read.","Reject direct transfer.","Use only in future work if parallel-cell diagnostics are explicitly added.","Irrelevant topology would pad citations without strengthening a named section.","0.999"
"P10-A018","LIT-001-MCDOWELL-REVIEW","LITERATURE_ADDITIONAL","Ch3","Medium","미검증","REJECT","Codex/results/phase004_additional_literature_source_matrix.csv:2","An authoritative Si review was proposed as detailed equation/mechanics support despite abstract-only access.","Verified identity and tested whether the abstract can support coefficients or constitutive equations.","McDowell et al., Advanced Materials 25, 4966-4985, https://doi.org/10.1002/adma.201301795; abstract-only access.","Reject claim-level/equation transfer now; retain only as a retrieval candidate for broad framing.","No coefficient or mechanism-specific equation may be adopted until full text is read.","Metadata-only use would overstate evidence.","0.990"
"P10-A019","LIT-003-NEWMAN-TIEDEMANN","LITERATURE_ADDITIONAL","Ch1","Medium","미검증","REJECT","Codex/results/phase004_additional_literature_source_matrix.csv:4","Porous-electrode theory metadata was proposed to qualify the lumped polarization and lag model at claim level.","Verified identity but lacked the body needed to map exact confounders and assumptions.","Newman and Tiedemann, AIChE Journal 21, 25-41, https://doi.org/10.1002/aic.690210103; abstract-only access.","Reject equation-level transfer now.","Retrieve before detailed placement; the already verified Yao source is sufficient for the named transport-confounder boundary.","Adding a metadata-only classic does not strengthen the exact claim.","0.990"
"P10-A020","LIT-005-HUGGINS","LITERATURE_ADDITIONAL","Volume","Low","확정","REJECT","Codex/results/phase004_additional_literature_source_matrix.csv:6","A textbook metadata/TOC record was proposed as support for equations and empirical parameters.","Checked available access level and separated organization from scientific support.","Huggins, Advanced Batteries: Materials Science Aspects, https://doi.org/10.1007/978-0-387-76424-5; metadata and table of contents only.","Reject equation/parameter transfer; organization-only citation is permissible but not necessary for closure.","At most cite in the volume preface for pedagogical order after full bibliographic confirmation.","Low benefit; high risk of false textbook authority at equation level.","0.999"
"P10-A021","LIT-011-ZHANG-GRAPHITE-REVIEW","LITERATURE_ADDITIONAL","Ch1","Medium","미검증","REJECT","Codex/results/phase004_additional_literature_source_matrix.csv:12","A modern graphite review was proposed as a detailed bridge from stage physics to the reduced model.","Verified identity but found abstract-only support.","Zhang et al., Energy Storage Materials 36, 147-170, https://doi.org/10.1016/j.ensm.2020.12.027; abstract-only access.","Reject detailed transfer now; it may remain a retrieval candidate for framing.","Do not use for stage values, equations, or parameterization until the relevant pages are read.","Abstract-level padding would not cure REF-001/REF-002.","0.990"
"P10-A022","LIT-028-STUART","LITERATURE_ADDITIONAL","Ch1/Ch2/Ch3","Medium","미검증","REJECT","Codex/results/phase004_additional_literature_source_matrix.csv:29","A Bayesian inverse-problems review was proposed for detailed uncertainty prescriptions from abstract/extract access.","Compared its proposed role with the fully accessed Raue and Berliner sources.","Stuart, Acta Numerica 19, 451-559, https://doi.org/10.1017/S0962492910000061; abstract/extract only in this audit.","Reject claim-level adoption now because fully accessed method sources already cover the immediate closure.","Retrieve only if a Bayesian formulation is actually implemented; do not add it as generic citation padding.","Unimplemented Bayesian language could imply capabilities absent from the code.","0.995"
"P10-S001","P8-REORG-001","STRUCTURE","Ch1","High","확정","MODIFY","Codex/results/phase008_reorganization_map.csv:2; Codex/work/source_snapshots/8ea83fc6825d2e62c360e08d7738ef26d3171914/Claude/docs/v1.0.23/_sections/ch1_sec00_intro.tex:22","The complete Part 0 foundation was proposed for separation to shorten Chapter 1.","Traced every downstream premise and label into Chapters 1-3 and tested whether an external appendix could remain first-use complete.","Part 0 supplies the no-prior-knowledge state/free-energy/inversion chain and is referenced by all three chapters.","Keep Part 0 in the Chapter 1 main master; modify only reader routing.","Add a 2-4 page fast-route bridge and dependency/return map; move only optional excursions after a premise/reference audit.","Moving the foundation would invert first-use order and break the textbook contract.","0.999"
"P10-S002","P8-REORG-002","STRUCTURE","Ch1","High","확정","AFFIRM","Codex/results/phase008_reorganization_map.csv:3","The hysteresis section needs a hierarchy separating equilibrium, spinodal metastability, nucleation/mosaic, transport polarization, and path hysteresis.","Tried to find that taxonomy before the branch-center interpretation.","The final section derives a spinodal upper bound but does not front-load all mechanism/status distinctions.","Affirm the hierarchy proposal.","Insert a mechanism/status box before branch interpretation without changing existing labels or equations.","Without it, readers can mistake the reduced branch parameter for observed hysteresis mechanism.","0.999"
"P10-S003","P8-REORG-003","STRUCTURE","Ch1/Part T","High","확정","MODIFY","Codex/results/phase008_reorganization_map.csv:4","Width and phase-regime explanations are duplicated across Chapter 1 and Part T.","Tested whether deleting the Part T recap would preserve its self-contained entropy derivation.","A canonical status table would reduce double counting, but Part T depends on a short local lattice-gas/single-phase/two-phase recap.","Create one canonical Chapter 1 table and retain a minimal Part T recap.","Remove only non-load-bearing duplicate prose; preserve local equations, labels, and entropy-specific derivation.","Over-consolidation would make Part T non-self-contained.","0.999"
"P10-S004","P8-REORG-004","STRUCTURE","Ch1","High","확정","MODIFY","Codex/results/phase008_reorganization_map.csv:5","The full observable was proposed to move earlier than its state and width prerequisites.","Traced the dependency order from occupancy and width to eq:eqpeak and then broadening/lag/tail.","The present derivation order is mathematically correct; only reader orientation is late.","Add an early operator/measurement orientation but retain derivation order.","Place the orientation after N1; keep state/equilibrium, observable derivative, broadening, lag, and tail in prerequisite order.","Moving the equation would teach an operator before defining its state variables.","0.999"
"P10-S005","P8-REORG-005","STRUCTURE","Ch1","High","확정","AFFIRM","Codex/results/phase008_reorganization_map.csv:6","Chapter 1 lacks a genuine inverse/identifiability section.","Searched the full inputs/method/code material for sensitivity, correlation, profile likelihood, non-uniqueness, and data requirements.","Only forward inputs and a synthetic same-model fitting example exist; no identifiability closure exists.","Affirm the required section.","Add parameter groups, objective/weights, constraints, sensitivities/correlation, profile likelihood, non-uniqueness, and required orthogonal data after kinetics/synthesis.","Mechanistic interpretation of non-identifiable parameters is currently unsafe.","0.999"
"P10-S006","P8-REORG-006","STRUCTURE","Ch1","High","확정","MODIFY","Codex/results/phase008_reorganization_map.csv:7","The chapter needs validity/UQ and reproducibility closure, including appendix grouping.","Tested whether Appendix E could be promoted as an established method within that close.","Validity/UQ and reproducibility dividers are warranted; Appendix E remains optional and its source/mathematical scope is unresolved.","Adopt the closure but keep Appendix E last with an optional/unverified banner.","Group code maps under reproducibility; preserve sign checks and labels; do not make Appendix E a prerequisite.","Promotion would elevate a forward-factor-only approximation to a validated method.","0.999"
"P10-S007","P8-REORG-007","STRUCTURE","Ch1","Medium","확정","REJECT","Codex/results/phase008_reorganization_map.csv:8","Non-rendered source provenance comments were proposed for deletion as structural cleanup.","Checked reader-facing benefit against audit/lineage use.","The comments do not affect rendered structure and retain useful provenance anchors.","Reject deletion.","Preserve source comments; any later authorized rendered-code cleanup must leave scientific citations, labels, and audit history intact.","Deletion creates traceability loss with no textbook benefit.","0.999"
"P10-S008","P8-REORG-008","STRUCTURE","Ch2","High","확정","AFFIRM","Codex/results/phase008_reorganization_map.csv:9","Chapter 2 is dependent on Chapter 1 but does not state that contract strongly enough.","Read the complete Chapter 2 root/notation and traced external equation dependencies.","The chapter intentionally adds LCO deltas and does not repeat the foundation.","Affirm the dependent-volume structure.","Add a compact state/equation recap and label it a volume chapter, not a standalone derivational review.","Standalone marketing would misrepresent prerequisites and evidence completeness.","0.999"
"P10-S009","P8-REORG-009","STRUCTURE","Ch2","Critical","확정","MODIFY","Codex/results/phase008_reorganization_map.csv:10","LCO phase evidence and the regular-solution reduction are interpreted in the wrong epistemic order.","Compared the direct ordering evidence with the single-Omega equation and tested whether the reduction represents order rather than demixing.","An evidence/status subsection is required, and the positive-Omega symmetric regular solution cannot itself represent a Li/vacancy ordered x=1/2 phase.","Modify the proposal: insert evidence first and add a model-class warning or separate order parameter/sublattice model.","Keep equation labels/order locally, but call the current coordinate a phenomenological two-state/two-phase fit unless a true ordering model is supplied.","Without correction, the chapter maps ordering evidence onto a demixing free energy.","0.999"
"P10-S010","P8-REORG-010","STRUCTURE","Ch2","High","확정","AFFIRM","Codex/results/phase008_reorganization_map.csv:11","Component status and MSMR non-identity warnings appear after first use.","Searched for a pre-equation status summary.","Detailed caveats exist later, but first use can be read as uniquely physical decomposition.","Affirm the status-box proposal.","Insert before the electronic gate; classify measured, source-bounded, fitted, frozen, and phenomenological components and state non-identifiability.","Late caveats invite mechanistic overinterpretation.","0.999"
"P10-S011","P8-REORG-011","STRUCTURE","Ch2","High","확정","AFFIRM","Codex/results/phase008_reorganization_map.csv:12","Chapter 2 ends without local inverse, validity/UQ, or reproducibility closure.","Read its closing method and tested whether shared Part T alone closes LCO-specific fitting/data requirements.","Shared derivations do not supply LCO-specific identifiability, parameter provenance, stationarity, or validation gates.","Affirm the local closure.","Add LCO inverse/identifiability, validity/UQ, and reproducibility sections before the bibliography, referencing one common method.","Unclosed LCO defaults may be mistaken for identified physical quantities.","0.999"
"P10-S012","P8-REORG-012","STRUCTURE","Ch1/Ch2","Medium","확정","MODIFY","Codex/results/phase008_reorganization_map.csv:13","LCO-only workflow/API rows sit in Chapter 1 and code maps are duplicated.","Traced identifiers across both appendices and tested a second authoritative table for synchronization risk.","LCO-only rows belong in Chapter 2, but there should be one canonical code map.","Move LCO-only workflow rows and link to, rather than duplicate, the shared map.","Create a Chapter 2 fitting/reproducibility appendix pointer; preserve identifiers and live references.","Duplicate mappings become stale and obscure ownership.","0.999"
"P10-S013","P8-REORG-013","STRUCTURE","Ch3","High","확정","MODIFY","Codex/results/phase008_reorganization_map.csv:14","The survival map was proposed to move after a full observable chapter.","Traced later cases/blend/mechanics dependencies and tested whether inherited equations could be used before transfer status.","The map is the epistemic prerequisite for deciding which inherited nodes survive.","Keep the survival map as the first substantive synthesis, preceded only by a concise orientation.","Add material identity, cycle/history, reference state, geometry/stress measure, mass/capacity basis, and observable vocabulary before the map.","Moving it later would use inherited physics before judging transfer validity.","0.999"
"P10-S014","P8-REORG-014","STRUCTURE","Ch3","High","확정","AFFIRM","Codex/results/phase008_reorganization_map.csv:15","Observed quantities and latent host-component curves are not clearly separated before blend addition.","Checked all case/blend labels for direct-measurement versus reduced-model status.","Host curves are largely latent model terms; GS-2 already limits finite-rate additivity.","Affirm the observable/latent table.","Insert between cases and blend; label direct observables, inferred states, fitted components, and unavailable host-resolved quantities.","Latent curves can otherwise be reported as measured components.","0.999"
"P10-S015","P8-REORG-015","STRUCTURE","Ch3","Critical","확정","AFFIRM","Codex/results/phase008_reorganization_map.csv:16","Mechanics equations precede a geometry, stress-measure, strain, and constitutive validity envelope.","Reconstructed the Sethuraman biaxial-to-hydrostatic mapping and checked extreme-strain assumptions.","The current text crosses stress geometries and small/finite strain without a runtime constitutive model.","Affirm a pre-equation validity envelope.","State plane stress, hydrostatic conversion, finite strain, geometry, composition-dependent volume, plasticity, contact/SEI, and required data; retain GS-1.","Current quantitative-looking coefficient transfer can be wrong before code execution.","0.999"
"P10-S016","P8-REORG-016","STRUCTURE","Ch3","High","확정","MODIFY","Codex/results/phase008_reorganization_map.csv:17","All API and gate material was proposed to move out of main text.","Separated operator detail from scientific scope gates and traced live labels.","API signatures belong in a same-master appendix, but G1-G3 meanings and GS-1/GS-2 exclusions are scientific claims needed in the main chapter.","Move implementation detail only.","Retain a compact main-text gate/scope table with live appendix pointer; move signatures, identifiers, docstrings, and procedures.","Moving the gates would hide model limits; leaving all API prose weakens genre coherence.","0.999"
"P10-S017","P8-REORG-017","STRUCTURE","Ch3","High","확정","AFFIRM","Codex/results/phase008_reorganization_map.csv:18","Chapter 3 lacks inverse/identifiability, UQ, validation, and a bounded fitting close.","Searched cases, blend, mechanics, and code for non-uniqueness and experimental data matrices.","Tier-C host cases, blend fraction, stress, and degradation remain unclosed; code gates are internal consistency only.","Affirm the required close.","Add inverse/identifiability, validity/UQ, experimental validation, model discrepancy, reporting, and escalation rules before the code appendix.","Without it, a research roadmap can be mistaken for a fitted predictive model.","0.999"
"P10-S018","P8-REORG-018","STRUCTURE","Volume","High","확정","MODIFY","Codex/results/phase008_reorganization_map.csv:19","One rigid chapter order was proposed for all three materials.","Built each chapter's premise-use dependency graph and attempted a common linear order.","Shared checkpoints are feasible, but prerequisite order differs: foundation-first Chapter 1, delta-first Chapter 2, survival-map-first Chapter 3.","Use common checkpoints with chapter-specific dependency order.","Require scope/state, equilibrium status, observable map, mechanisms, inverse/identifiability, validity/UQ, and reproducibility in every chapter without forcing identical ordering.","A rigid template would invert dependencies in at least Chapters 2 or 3.","0.999"
"P10-G001","GENRE-CH1","GENRE","Ch1","High","확정","MODIFY","Codex/results/PHASE_008_TEXTBOOK_REVIEW_THREE_CHAPTER_STRUCTURE_RESULT.md:46","Chapter 1 was conditionally classified as a textbook foundation plus graphite review/application.","Read every final Chapter 1/Part T section and tested no-prior-knowledge flow, evidence status, inverse closure, and UQ.","Part 0 and the state-to-observable derivation support textbook use; source defects and missing inverse/UQ/validity closure prevent an unqualified final-chapter pass.","The genre judgment is correct but only conditionally.","Keep Part 0; complete source correction, identifiability, validity/UQ, and reproducibility closure before calling it textbook-ready.","Premature genre labeling can conceal unresolved scientific support.","0.999"
"P10-G002","GENRE-CH2","GENRE","Ch2","High","확정","AFFIRM","Codex/results/PHASE_008_TEXTBOOK_REVIEW_THREE_CHAPTER_STRUCTURE_RESULT.md:47","Chapter 2 was classified as a dependent volume chapter/LCO material-delta review.","Tried to read it standalone without Chapter 1 equations and definitions.","It cannot be read derivationally standalone, but it is coherent under the declared inherited-equation contract.","Affirm the dependent-volume genre and reject a standalone-review claim.","Add a compact recap and local source/model/inverse/UQ closure while retaining canonical equations in Chapter 1.","Mislabeling would mislead readers about prerequisites and completeness.","0.999"
"P10-G003","GENRE-CH3","GENRE","Ch3","High","확정","AFFIRM","Codex/results/PHASE_008_TEXTBOOK_REVIEW_THREE_CHAPTER_STRUCTURE_RESULT.md:48","Chapter 3 was classified as a literature-grounded research roadmap rather than a closed textbook/review chapter.","Tested host data provenance, mass basis, finite-rate additivity, mechanics closure, inverse analysis, and implementation scope.","The survival map and GS-1/GS-2 stopping points make a defensible roadmap; missing host-resolved validation, mechanics, inverse, and UQ prevent closure.","Affirm the roadmap genre.","Keep survival-map-first organization and state all open gates before any predictive/fitting claim.","Calling it a closed review/textbook chapter would overstate evidence and implementation.","0.999"
"P10-G004","GENRE-VOLUME","GENRE","Volume","Critical","확정","MODIFY","Codex/results/PHASE_008_TEXTBOOK_REVIEW_THREE_CHAPTER_STRUCTURE_RESULT.md:135","The three-chapter volume was given a conditional structure/genre pass.","Applied the proposed textbook/review-volume contract across all chapters, including source directness, dependency completeness, inverse/UQ, and code/operator fidelity.","The architecture is appropriate, but the current artifact fails an unqualified contract because Chapters 1-2 retain material source/model defects and Chapter 3 is explicitly a roadmap.","Modify to CONDITIONAL/NOT-YET: suitable architecture, not yet a closed textbook/review volume.","Release only with an explicit mixed-genre contract or after the required scientific/source/inverse/operator corrections.","An unqualified volume label would convert open research boundaries into apparent settled knowledge.","0.999"
"P10-C001","CITATION-PLACEMENT","CITATION_PLACEMENT","Volume","High","확정","AFFIRM","Codex/results/PHASE_004_SCIENTIFIC_CONVENTION_AND_SOURCE_BASELINE_RESULT.md:220","Citations and status guards can be separated from the exact claim/equation they support.","Attempted to trace each material numerical/equation claim from local prose to a primary source and access level.","Multiple Phase 004 defects arise from distant, generic, metadata-only, or wrong-system citations.","Citations and evidence status must sit adjacent to the exact claim/equation/status boundary.","For every equation, coefficient, stage assignment, and transfer claim, give the primary page/figure or label it fitted/phenomenological/unverified; metadata/abstract access cannot support adoption.","Remote citation clusters make unsupported transfers hard to detect.","0.999"
"P10-K001","P9-F001","CODE_FIDELITY","Ch1/v1.0.23","Critical","확정","AFFIRM","Codex/work/agent_reports/phase009/P9_code_fidelity_findings.csv:2; Codex/work/source_snapshots/8ea83fc6825d2e62c360e08d7738ef26d3171914/Claude/docs/v1.0.23/Anode_Fit_v1.0.23.py:675","The public curve API documents c_rate in 1/h, but the Eyring lag chain combines I/Q with h/k_B in seconds without dividing by 3600.","Evaluated func_L_q for physically identical 1 h^-1 and 1/3600 s^-1 inputs and searched for a unit conversion on every call path.","The ratio is 3599.999999999991; source documentation and the example use the hour convention while the kinetic expression is second-based.","Affirm a document-to-code/API unit mismatch.","Choose one time basis; convert c_rate to s^-1 before the Eyring chain; document Q_cell/I units and add an hour-second invariance gate.","L_q and L_V are 3600x too large on the public hour-based path when the tail resolves.","0.999"
"P10-K002","P9-F002","CODE_FIDELITY","Ch1 Appendix E/v1.0.23","Critical","확정","AFFIRM","Codex/work/agent_reports/phase009/P9_code_fidelity_findings.csv:3; Codex/work/source_snapshots/8ea83fc6825d2e62c360e08d7738ef26d3171914/Claude/docs/v1.0.23/_sections/ch1_appE_selfconsistent.tex:46","The optional ratio correction restores only a forward interaction exponent while retaining the cut-point reverse denominator instead of the local complete-affinity denominator.","Derived the complete forward-plus-reverse rate and evaluated both forms at the cut and at local zero affinity.","At A_cut=4RT the denominator factor is 1.018315638889; at A_local=0 it is 2, so implemented/complete L is 0.509157819444 before interaction scaling; document and code share the same omission.","Affirm a shared scientific equation defect, not a transcription mismatch.","Derive the local denominator ratio from complete affinity or rename/bound the option as forward-factor-only; redo its validity and tests.","The option can overestimate local lag by up to the previously probed 272% and cannot be called complete detailed balance.","0.999"
