"matrix_id","chapter_bibliography","bib_key","bib_file","bib_start_line","bib_end_line","raw_entry","resolved_identifier","identity_status","metadata_title","metadata_first_author_family","metadata_year","metadata_container","identity_manual_review_flags","citation_occurrence_count","citation_source_files","citation_source_lines","citation_contexts","support_statuses","claim_assessment_state","claim_assessment_ids","claim_assessment_severities","claim_assessment_findings","required_corrections"
"REF-028","Ch1","bernardi1985","Claude/docs/v1.0.23/_sections/ch1v22_bib.tex","33","33","D. Bernardi, E. Pawlikowski, J. Newman, ``A General Energy Balance for Battery Systems,'' \emph{J. Electrochem. Soc.} \textbf{132}(1), 5--12 (1985). DOI: 10.1149/1.2113792.","10.1149/1.2113792","DOI_METADATA_RETRIEVED","A General Energy Balance for Battery Systems","Bernardi","1985","Journal of The Electrochemical Society","","4","_sections/ch2_sec07_revheat.tex || _sections/ch2_sec09_method.tex","11 || 25 || 29 || 34","_sections/ch2_sec07_revheat.tex:11 :: 전지 셀의 발열은 Bernardi--Pawlikowski--Newman 의 일반 에너지 수지 \cite{bernardi1985} 에서 가역(엔트로피)과 || _sections/ch2_sec07_revheat.tex:29 :: 일반 에너지 수지\cite{bernardi1985} 에서 두 항만 남긴 단일활물질 한계다. 항별 대응(왼쪽 본문, 오른쪽 원 || _sections/ch2_sec07_revheat.tex:34 :: 본문(식~\eqref{eq:qrev}) & Bernardi\cite{bernardi1985} 항 & 본문 처리 \\ || _sections/ch2_sec09_method.tex:25 :: $\dot Q_\rev=-IT\,\partial U_\oc/\partial T$(Bernardi 출구 \cite{bernardi1985})로 가역 발열을 산출한다.","partially supports","CLAIM_LEVEL_OVERRIDE_RECORDED","SRC-EX-030","Low","directness=PARTIAL; transferability=BOUNDED_TRANSFER; claim_strength=SUPPORTED; evidence=Local: _sections/ch2_sec07_revheat.tex:11,29,34 and _sections/ch2_sec09_method.tex:25; author manuscript: https://escholarship.org/uc/item/9fx5f0h8","NONE"
"REF-029","Ch1","newman","Claude/docs/v1.0.23/_sections/ch1v22_bib.tex","34","34","J. Newman, K. E. Thomas-Alyea, \emph{Electrochemical Systems}, 3rd ed., Wiley (2004). (OCV($T$): slope $=\Delta S$, intercept $=\Delta H$; lattice-gas insertion thermodynamics.)","https://catalogimages.wiley.com/images/db/pdf/0471477567.01.pdf","IDENTITY_CONFIRMED","","","","","NO_DOI_IN_ENTRY","2","_sections/ch2_sec01_partition.tex || _sections/ch2_sec07_revheat.tex","57 || 7","_sections/ch2_sec01_partition.tex:7 :: \emph{격자기체}(lattice gas)로 모형화된다 \cite{newman,huggins2009}: 결정 안에 동등한 삽입 자리들이 있고, || _sections/ch2_sec07_revheat.tex:57 :: \cite{newman,msmr_partI}. 본 장은 평형 전위 $U_\oc$ 기준 $\Delta S=+F\,\partial U_\oc/\partial T$ 규약으로","not retrieved","CLAIM_LEVEL_OVERRIDE_RECORDED","SRC-EX-031","Low","directness=NOT_RETRIEVED; transferability=UNVERIFIED; claim_strength=NOT_VERIFIED; evidence=Local bibliography: _sections/ch1v22_bib.tex:34; primary text NOT_RETRIEVED","Add exact page/equation locators for the sign convention or cite a directly checked primary derivation."
"REF-030","Ch1","huggins2009","Claude/docs/v1.0.23/_sections/ch1v22_bib.tex","35","35","R. A. Huggins, \emph{Advanced Batteries: Materials Science Aspects}, Springer (2009). (격자기체 삽입 전극 열역학·Bragg--Williams 평형 전위.)","https://doi.org/10.1007/978-0-387-76424-5","IDENTITY_CONFIRMED","","","","","NO_DOI_IN_ENTRY","1","_sections/ch2_sec01_partition.tex","7","_sections/ch2_sec01_partition.tex:7 :: \emph{격자기체}(lattice gas)로 모형화된다 \cite{newman,huggins2009}: 결정 안에 동등한 삽입 자리들이 있고,","not retrieved","CLAIM_LEVEL_OVERRIDE_RECORDED","SRC-EX-032","Low","directness=NOT_RETRIEVED; transferability=UNVERIFIED; claim_strength=NOT_VERIFIED; evidence=Local bibliography: _sections/ch1v22_bib.tex:35; primary text NOT_RETRIEVED","Retain as textbook background and add page/equation locators before using it as claim-level support."
"REF-031","Ch1","allart2018","Claude/docs/v1.0.23/_sections/ch1v22_bib.tex","36","36","D. Allart \emph{et al.}, ``Model of Lithium Intercalation into Graphite by Potentiometric Analysis with Equilibrium and Entropy Change Curves of the Graphite Electrode,'' \emph{J. Electrochem. Soc.} \textbf{165}(2), A380 (2018). DOI: 10.1149/2.1251802jes.","10.1149/2.1251802jes","DOI_METADATA_RETRIEVED","Model of Lithium Intercalation into Graphite by Potentiometric Analysis with Equilibrium and Entropy Change Curves of Graphite Electrode","Allart","2018","Journal of The Electrochemical Society","","8","_sections/ch1_sec01_n0n1.tex || _sections/ch2_sec02_config.tex || _sections/ch2_sec09_method.tex","137 || 139 || 153 || 168 || 22 || 252 || 33 || 37","_sections/ch1_sec01_n0n1.tex:252 :: 합(config$+$vib$+$elec, Part T)과 1차 문헌(\cite{reynier2003,allart2018})으로 확정한다(tier B 1차 병기 규약). || _sections/ch2_sec02_config.tex:137 :: $2\to1$($x\approx0.5$)에서 급변을 보인다고 보고한다 \cite{reynier2003,allart2018}. 정량으로는 전극 || _sections/ch2_sec02_config.tex:139 :: \cite{allart2018}, MCMB(mesocarbon microbead) 흑연 엔트로피 계수가 저-$x$ 에서 $+3\sim4$ mV/K, || _sections/ch2_sec02_config.tex:153 :: \cite{allart2018}, 전극 분리). 이 표의 $\Delta S^0_j$ 는 봉우리 중심 표준값(파생 B); 봉우리 내부 $x$-의존은 || _sections/ch2_sec02_config.tex:168 :: {\footnotesize $\dagger$ Part I 의 4 주요 plateau 전이와 Allart 등 \cite{allart2018} 의 세분 region(dilute || _sections/ch2_sec09_method.tex:22 :: $\Delta S(x)$ \cite{allart2018} 와 부호$\cdot$규모를 대조해 검증한다(표~\ref{tab:ds}). || _sections/ch2_sec09_method.tex:33 :: U_j/\dd T$ 는 Allart 등\cite{allart2018} 의 흑연 전극 분리 $\Delta S(x)$ 와 대조해 검증한다: || _sections/ch2_sec09_method.tex:37 :: 본문 & Allart\cite{allart2018} 대응 \\","partially supports || supports","CLAIM_LEVEL_OVERRIDE_RECORDED","SRC-EX-033 || SRC-EX-034","Info || Medium","directness=DIRECT; transferability=SAME_SYSTEM; claim_strength=SUPPORTED; evidence=Local: _sections/ch2_sec02_config.tex:134-142,149-172; full article: https://www.researchgate.net/publication/322889886_Model_of_Lithium_Intercalation_into_Graphite_by_Potentiometric_Analysis_with_Equilibrium_and_Entropy_Change_Curves_of_Graphite_Electrode; DOI: https://doi.org/10.1149/2.1251802jes || directness=PARTIAL; transferability=BOUNDED_TRANSFER; claim_strength=UNDERQUALIFIED; evidence=Local: _sections/ch2_sec02_config.tex:143-172; full article and DOI as above","Call the four constants a derived region-to-transition initialization mapping for one graphite/protocol; remove language implying direct pointwise or exact boundary validation. || NONE"
"REF-032","Ch1","occupation2019","Claude/docs/v1.0.23/_sections/ch1v22_bib.tex","37","37","M. P. Mercer, M. Otero, M. Ferrer-Huerta, A. Sigal, D. E. Barraco, H. E. Hoster, E. P. M. Leiva, ``Transitions of lithium occupation in graphite: A physically informed model in the dilute lithium occupation limit supported by electrochemical and thermodynamic measurements,'' \emph{Electrochimica Acta} \textbf{324}, 134774 (2019). DOI: 10.1016/j.electacta.2019.134774. [방법 수준 인용 --- 원문 식 미확보.]","10.1016/j.electacta.2019.134774","DOI_METADATA_RETRIEVED","Transitions of lithium occupation in graphite: A physically informed model in the dilute lithium occupation limit supported by electrochemical and thermodynamic measurements","Mercer","2019","Electrochimica Acta","","1","_sections/ch2_sec02_config.tex","60","_sections/ch2_sec02_config.tex:60 :: \cite{occupation2019}(방법 수준$\cdot$dilute 격자기체 한정 참조).","supports","CLAIM_LEVEL_OVERRIDE_RECORDED","SRC-EX-035","Info","directness=DIRECT; transferability=SAME_SYSTEM; claim_strength=SUPPORTED; evidence=Local: _sections/ch2_sec02_config.tex:60; accepted manuscript: https://eprints.lancs.ac.uk/136729/1/EA19_3903R1.pdf","NONE"
"REF-033","Ch1","chemmater2015","Claude/docs/v1.0.23/_sections/ch1v22_bib.tex","38","38","S. Konar, U. Häussermann, G. Svensson, ``Intercalation Compounds from LiH and Graphite: Relative Stability of Metastable Stages\ldots,'' \emph{Chem. Mater.} \textbf{27}(7), 2566--2575 (2015). DOI: 10.1021/acs.chemmater.5b00235. [형성 $\Delta H$ calorimetry --- abstract tier.]","10.1021/acs.chemmater.5b00235","DOI_METADATA_RETRIEVED","Intercalation Compounds from LiH and Graphite: Relative Stability of Metastable Stages and Thermodynamic Stability of Dilute Stage I<sub>d</sub>","Konar","2015","Chemistry of Materials","","1","_sections/ch2_sec02_config.tex","177","_sections/ch2_sec02_config.tex:177 :: kJ/mol\,Li \cite{chemmater2015})는 \emph{누적}(formation, graphite$+$Li 금속 기준)이라 직접 등치할 수 없다 ---","partially supports","CLAIM_LEVEL_OVERRIDE_RECORDED","SRC-EX-036","Low","directness=PARTIAL; transferability=BOUNDED_TRANSFER; claim_strength=BACKGROUND_ONLY; evidence=Local: _sections/ch2_sec02_config.tex:175-179; official record: https://pubs.acs.org/doi/10.1021/acs.chemmater.5b00235","NONE"
"REF-034","Ch1","jpcc2021","Claude/docs/v1.0.23/_sections/ch1v22_bib.tex","39","39","J. Haruyama, S. Takagi, K. Shimoda, I. Watanabe, K. Sodeyama, T. Ikeshoji, M. Otani, ``Thermodynamic Analysis of Li-Intercalated Graphite by First-Principles Calculations with Vibrational and Configurational Contributions,'' \emph{J. Phys. Chem. C} \textbf{125}(51), 27891--27900 (2021). DOI: 10.1021/acs.jpcc.1c08992. [abstract tier.]","10.1021/acs.jpcc.1c08992","DOI_METADATA_RETRIEVED","Thermodynamic Analysis of Li-Intercalated Graphite by First-Principles Calculations with Vibrational and Configurational Contributions","Haruyama","2021","The Journal of Physical Chemistry C","","3","_sections/ch2_sec03_vibel.tex || _sections/ch2_sec04_einstein.tex","24 || 33 || 44","_sections/ch2_sec03_vibel.tex:33 :: 흑연 삽입 엔트로피를 vibrational$\cdot$configurational 기여로 분해해 같은 추세를 보고한다 \cite{jpcc2021}. || _sections/ch2_sec03_vibel.tex:44 :: 음 baseline 의 부호$\cdot$스케일 앵커로만 쓰고 모드별 정량은 제일원리 포논(\cite{jpcc2021}) 소관으로 넘긴다. || _sections/ch2_sec04_einstein.tex:24 :: 실제로는 대상 호스트의 실측 포논$\cdot$제일원리 포논 DOS \cite{jpcc2021} 로 교체하거나 다온도 곡률에서 직접","partially supports","CLAIM_LEVEL_OVERRIDE_RECORDED","SRC-EX-037","Medium","directness=PARTIAL; transferability=SAME_SYSTEM; claim_strength=UNDERQUALIFIED; evidence=Local: _sections/ch2_sec03_vibel.tex:29-44 and _sections/ch2_sec04_einstein.tex:24; official abstract: https://pubs.acs.org/doi/10.1021/acs.jpcc.1c08992","Limit the citation to the existence and qualitative importance of vibrational/configurational contributions; label the Einstein-mode reduction and exact baseline as Ch1 approximations."
"REF-035","Ch1","msmr_partI","Claude/docs/v1.0.23/_sections/ch1v22_bib.tex","40","40","T. R. Garrick, B. J. Koch, M. Choi, X. Du, A. M. Adeyinka, J. A. Staser, S.-Y. Choe, ``Quantifying the Entropy and Enthalpy of Insertion Materials for Battery Applications Via the Multi-Species, Multi-Reaction Model,'' \emph{J. Electrochem. Soc.} \textbf{171}(2), 023502 (2024). DOI: 10.1149/1945-7111/ad1d27. [★Chapter 1 이 인용하는 ECS Advances 의 ``Part 1''(MCMB 흑연 파라미터화, DOI: 10.1149/2754-2734/ad7d1c)과는 \emph{별개 논문} --- 두 문헌이 공유하는 것은 Part II(DOI: 10.1149/1945-7111/ad70d9) 뿐이다.]","10.1149/1945-7111/ad1d27","DOI_METADATA_RETRIEVED","Quantifying the Entropy and Enthalpy of Insertion Materials for Battery Applications Via the Multi-Species, Multi-Reaction Model","Garrick","2024","Journal of The Electrochemical Society","","3","_sections/ch2_sec03_vibel.tex || _sections/ch2_sec07_revheat.tex || _sections/ch2_sec09_method.tex","108 || 20 || 57","_sections/ch2_sec03_vibel.tex:108 :: 지배하는 것이 (평형) 엔트로피 계수라는 틀은 \cite{msmr_partI} 그대로이고, 반응/활성화의 구분 자체는 || _sections/ch2_sec07_revheat.tex:57 :: \cite{newman,msmr_partI}. 본 장은 평형 전위 $U_\oc$ 기준 $\Delta S=+F\,\partial U_\oc/\partial T$ 규약으로 || _sections/ch2_sec09_method.tex:20 :: (Multi-Species, Multi-Reaction) 절차(Chapter 2 \S\ref{sec:lco-code})와 직접 대응한다 \cite{msmr_partI,msmr_partII}.","misattributed || supports","CLAIM_LEVEL_OVERRIDE_RECORDED","SRC-EX-038 || SRC-EX-039","High || Info","directness=DIRECT; transferability=BOUNDED_TRANSFER; claim_strength=SUPPORTED; evidence=Local: _sections/ch2_sec03_vibel.tex:108 and _sections/ch2_sec07_revheat.tex:55-59; official source: https://www.osti.gov/pages/biblio/2290426; DOI: https://doi.org/10.1149/1945-7111/ad1d27 || directness=MISATTRIBUTED; transferability=SAME_SYSTEM; claim_strength=OVERSTATED; evidence=Local: _sections/ch2_sec09_method.tex:18-20 and _sections/ch1v22_bib.tex:40; generic source: https://www.osti.gov/pages/biblio/2290426; intended DOI: https://doi.org/10.1149/2754-2734/ad7d1c","Create a separate bib key for DOI 10.1149/2754-2734/ad7d1c and cite it at the MCMB Part 1 method occurrence; retain ad1d27 only for the generic MSMR framework. || NONE"
"REF-036","Ch1","msmr_partII","Claude/docs/v1.0.23/_sections/ch1v22_bib.tex","41","41","A. Paul, K. Wolfe, M. W. Verbrugge, B. J. Koch, J. S. Lowe, J. Trembly, J. A. Staser, T. R. Garrick, ``Quantifying the Temperature Dependence of the Multi-Species, Multi-Reaction Model: Part~II. Estimation of Entropy Coefficient for Meso-Carbon Micro-Bead Graphite,'' \emph{J. Electrochem. Soc.} \textbf{171}(10), 103505 (2024). DOI: 10.1149/1945-7111/ad70d9.","10.1149/1945-7111/ad70d9","DOI_METADATA_RETRIEVED","Quantifying the Temperature Dependence of the Multi-Species, Multi-Reaction Model: Part II. Estimation of Entropy Coefficient for Meso-Carbon Micro-Bead Graphite","Paul","2024","Journal of The Electrochemical Society","","2","_sections/ch2_sec02_config.tex || _sections/ch2_sec09_method.tex","140 || 20","_sections/ch2_sec02_config.tex:140 :: $\sim0.2$ SOC 부근에서 부호 반전한다고 보고된다 \cite{msmr_partII}.\footnote{★단위 주의: 이 $+3\sim4$ mV/K 는 || _sections/ch2_sec09_method.tex:20 :: (Multi-Species, Multi-Reaction) 절차(Chapter 2 \S\ref{sec:lco-code})와 직접 대응한다 \cite{msmr_partI,msmr_partII}.","contradicts","CLAIM_LEVEL_OVERRIDE_RECORDED","SRC-EX-040","High","directness=DIRECT; transferability=SAME_SYSTEM; claim_strength=CONTRADICTED; evidence=Local: _sections/ch2_sec02_config.tex:134-142; official source: https://www.osti.gov/pages/biblio/2459353; DOI: https://doi.org/10.1149/1945-7111/ad70d9","Correct +3 to +4 mV/K to approximately +0.3 mV/K with the source's MCMB/material/protocol qualification and audit every entropy-coefficient unit conversion for a factor-of-ten error."
"REF-037","Ch1","standardised2024","Claude/docs/v1.0.23/_sections/ch1v22_bib.tex","42","42","A. Hales, J. Bulman, ``A Standardised Potentiometric Method for the Effective Parameterisation of Reversible Heating in a Lithium-Ion Cell,'' \emph{J. Electrochem. Soc.} \textbf{171}(5), 050535 (2024). DOI: 10.1149/1945-7111/ad4918.","10.1149/1945-7111/ad4918","DOI_METADATA_RETRIEVED","A Standardised Potentiometric Method for the Effective Parameterisation of Reversible Heating in a Lithium-Ion Cell","Hales","2024","Journal of The Electrochemical Society","","2","_sections/ch2_sec07_revheat.tex || _sections/ch2_sec08_synthesis.tex","105 || 71","_sections/ch2_sec07_revheat.tex:71 :: 두드러진 신호를 남기며, 이는 표준화 전위차법의 가역 발열 실측 파라미터화와 정합한다 \cite{standardised2024}. 부호와 || _sections/ch2_sec08_synthesis.tex:105 :: $\Delta S$ 가 남기는 가역 발열 신호(표준화 전위차법의 가역 발열 파라미터화 실측 \cite{standardised2024})와 부호$\cdot$규모가 정합한다.","insufficient","CLAIM_LEVEL_OVERRIDE_RECORDED","SRC-EX-041","High","directness=INDIRECT; transferability=UNJUSTIFIED_TRANSFER; claim_strength=OVERSTATED; evidence=Local: _sections/ch2_sec07_revheat.tex:68-72 and _sections/ch2_sec08_synthesis.tex:100-108; official abstract: https://research-information.bris.ac.uk/en/publications/a-standardised-potentiometric-method-for-the-effective-parameteri/","Restrict the citation to measurement protocol; use a graphite half-cell primary source for the stage-specific sign and magnitude and independently validate the +60.8 mV example."
"REF-038","Ch1","hysteresis2018","Claude/docs/v1.0.23/_sections/ch1v22_bib.tex","43","43","I. Zilberman, A. Rheinfeld, A. Jossen, ``Uncertainties in entropy due to temperature path dependent voltage hysteresis in Li-ion cells,'' \emph{J. Power Sources} \textbf{395}, 179--184 (2018). DOI: 10.1016/j.jpowsour.2018.05.052.","10.1016/j.jpowsour.2018.05.052","DOI_METADATA_RETRIEVED","Uncertainties in entropy due to temperature path dependent voltage hysteresis in Li-ion cells","Zilberman","2018","Journal of Power Sources","","3","_sections/ch2_sec05_mixing.tex || _sections/ch2_sec09_method.tex","198 || 227 || 58","_sections/ch2_sec05_mixing.tex:198 :: \cite{hysteresis2018}. 분기별 전이 중심을 $U_j^{(d)}=U_j+\tfrac12\sigma_d\,\Delta U_j^\hys$ 로 두면 --- $\sigma_d$ || _sections/ch2_sec05_mixing.tex:227 :: \cite{hysteresis2018}). || _sections/ch2_sec09_method.tex:58 :: \cite{hysteresis2018}. (3) 상호작용 $\Omega$ 의 온도 의존(파생 C 의 2차 항)과 그 흑연에서의 값은 아직","insufficient","CLAIM_LEVEL_OVERRIDE_RECORDED","SRC-EX-042","High","directness=INDIRECT; transferability=UNJUSTIFIED_TRANSFER; claim_strength=OVERSTATED; evidence=Local: _sections/ch2_sec05_mixing.tex:196-227 and _sections/ch2_sec09_method.tex:58; publisher: https://www.sciencedirect.com/science/article/pii/S0378775318305287","Use the source only for temperature-path measurement uncertainty; remove it as direct support for graphite branch-center splitting or the branch-average heat formula unless a graphite-specific primary source is added."
"REF-039","Ch1","numverif2026","Claude/docs/v1.0.23/_sections/ch1v22_bib.tex","44","44","본 연구 내부 수치 검증(Derivative A), \code{Anode\_Fit\_v1.0.19} 4-전이 흑연 staging 파라미터, 유한차분 vs.\ 가중식 비교 (2026). [내부 자료 --- 표시 정밀도 일치 확인, 본문 \S\ref{ssec:overlap}$\cdot$\S\ref{ssec:blend} 요지.]","","INTERNAL_PROJECT_ARTIFACT","","","","","NO_DOI_IN_ENTRY","4","_sections/ch2_appB_codemap.tex || _sections/ch2_sec05_mixing.tex","100 || 141 || 57 || 94","_sections/ch2_appB_codemap.tex:57 :: \S\ref{ssec:blend}, \cite{numverif2026} \\ || _sections/ch2_sec05_mixing.tex:100 :: 이 수치들은 검증 그리드의 $\bar x$ 스팬 기준이다 \cite{numverif2026}. 내부 전이 경계 3 곳 모두 \emph{계단 없이} || _sections/ch2_sec05_mixing.tex:141 :: 전이 경계 3 곳 모두 연속임이 확인됐다 \cite{numverif2026}. (모식 --- 부호$\cdot$하강 순서는 임의다; 흑연 실제 || _sections/ch2_sec05_mixing.tex:94 :: ($z_j=(U_\oc-U_j)/w_j$; 검증 데이터셋은 $n_j{=}1$)를 포함한 \emph{완전식}과 비교했다 \cite{numverif2026}.","insufficient","CLAIM_LEVEL_OVERRIDE_RECORDED","EX-008","Medium","The artifact can support reproducibility of a project calculation after its script, inputs, environment, and tolerances are traceable. It cannot serve as independent literature evidence or peer-reviewed validation.","Move it from the external bibliography to a reproducibility appendix/test-artifact citation with exact file hash, command, inputs, and acceptance criterion."
"REF-040","Ch1","lee2017jcp","Claude/docs/v1.0.23/_sections/ch1v22_bib.tex","45","45","K. Lee, S. Lee, C. H. Choi, and S. Lee, ``Effects of external electric field and anisotropic long-range reactivity on charge separation probability,'' \emph{J. Chem. Phys.} \textbf{147}(14), 144111 (2017). DOI: 10.1063/1.5000882. [제2종 Fredholm 방정식의 미지량을 \emph{비}로 치환해 닫는 방법(Eq.~32$\to$34$\to$39)을 적용 --- 부록~\ref{sec:appendix-selfconsistent} 의 ratio 닫힘 원천(적용 논문).]","10.1063/1.5000882","DOI_METADATA_RETRIEVED","Effects of external electric field and anisotropic long-range reactivity on charge separation probability","Lee","2017","The Journal of Chemical Physics","","7","_sections/ch1_appE_selfconsistent.tex || _sections/ch1v22_bib.tex","112 || 113 || 15 || 43 || 46 || 47 || 68","_sections/ch1_appE_selfconsistent.tex:112 :: \cite{lee2017jcp}. 원 방법론(제2종 Fredholm 의 효율 해법) = \textbf{Ref.~6} \cite{lee2011jcp}$\cdot$\textbf{Ref.~7} \cite{son2013jcp}. || _sections/ch1_appE_selfconsistent.tex:113 :: \item[\textbf{②\ 논문 내 사용 위치.}] \cite{lee2017jcp}: Eq.~(32)=지연 재결합쌍 $\bar W_u(r)$ 의 제2종 Fredholm; Eq.~(33)=형식 || _sections/ch1_appE_selfconsistent.tex:15 :: \cite{lee2017jcp})을 이 문제에 이식하여 \emph{1차 분석적 닫힌형}을 얻는다. 아울러 동결 기준해의 주파수영역 형태 || _sections/ch1_appE_selfconsistent.tex:43 :: 이 동결해가 아래 이식에서 사용자 논문의 ``가해(可解) 기준문제''(닫힌형이 이미 있는 $\delta$-싱크 기준, \cite{lee2017jcp} || _sections/ch1_appE_selfconsistent.tex:68 :: \textbf{사용자 논문과의 구조 차이(정직).} 논문 \cite{lee2017jcp} 의 대상은 \emph{고정 구간}$\cdot$양측 결합의 제2종 || _sections/ch1v22_bib.tex:46 :: \bibitem{lee2011jcp} S. Lee, C. Y. Son, J. Sung, and S. Chong, \emph{J. Chem. Phys.} \textbf{134}, 121102 (2011). [Communication --- 확산영향 반응의 장거리 반응성 rate; 제2종 Fredholm 방정식의 효율 해법(ratio 근사) 원 유도이자 \cite{son2013jcp}(Ref.~7)의 선행, \cite{lee2017jcp} Ref.~6. 정확 표제$\cdot$DOI 는 원문 대조 대기(공개 색인 미확정).] || _sections/ch1v22_bib.tex:47 :: \bibitem{son2013jcp} C. Y. Son, J. Kim, J.-H. Kim, J. S. Kim, and S. Lee, ``An accurate expression for the rates of diffusion-influenced bimolecular reactions with long-range reactivity,'' \emph{J. Chem. Phys.} \textbf{138}(16), 164123 (2013). DOI: 10.1063/1.4802584. [ratio 닫힘 방법론의 확장 유도 --- \cite{lee2017jcp} Ref.~7 (제목$\cdot$DOI Crossref 확정).]","partially supports","CLAIM_LEVEL_OVERRIDE_RECORDED","SRC-EX-043","Medium","directness=INDIRECT; transferability=UNJUSTIFIED_TRANSFER; claim_strength=UNDERQUALIFIED; evidence=Local: _sections/ch1_appE_selfconsistent.tex:10-17,43-44,67-72,108-116; official abstract: https://pubmed.ncbi.nlm.nih.gov/29031266/; DOI: https://doi.org/10.1063/1.5000882","Label the closure as a heuristic Picard/lagged-coefficient approximation inspired by Lee, not a transferred proof; add independent residual, convergence, and error-bound tests for the Ch1 Volterra/ODE problem."
"REF-041","Ch1","lee2011jcp","Claude/docs/v1.0.23/_sections/ch1v22_bib.tex","46","46","S. Lee, C. Y. Son, J. Sung, and S. Chong, \emph{J. Chem. Phys.} \textbf{134}, 121102 (2011). [Communication --- 확산영향 반응의 장거리 반응성 rate; 제2종 Fredholm 방정식의 효율 해법(ratio 근사) 원 유도이자 \cite{son2013jcp}(Ref.~7)의 선행, \cite{lee2017jcp} Ref.~6. 정확 표제$\cdot$DOI 는 원문 대조 대기(공개 색인 미확정).]","https://doi.org/10.1063/1.3565476","IDENTITY_CONFIRMED","","","","","NO_DOI_IN_ENTRY","2","_sections/ch1_appE_selfconsistent.tex","112 || 14","_sections/ch1_appE_selfconsistent.tex:112 :: \cite{lee2017jcp}. 원 방법론(제2종 Fredholm 의 효율 해법) = \textbf{Ref.~6} \cite{lee2011jcp}$\cdot$\textbf{Ref.~7} \cite{son2013jcp}. || _sections/ch1_appE_selfconsistent.tex:14 :: 적분방정식의 미지량을 \emph{비}로 치환해 닫는 기법, Refs.~\cite{lee2011jcp,son2013jcp} --- 적용 논문","not retrieved","CLAIM_LEVEL_OVERRIDE_RECORDED","EX-012","High","The bibliographic entry is resolvable, but the source concerns a Fredholm formulation for diffusive molecular-pair dynamics. Identity verification alone does not establish transfer to the document's Volterra/ODE lag model.","Correct the bibliography identity and describe the method only as inspiration until the original derivation is read and the mapping conditions are demonstrated. The implemented first correction should be named a Picard/lagged-coefficient iteration on the chosen ODE."
"REF-042","Ch1","son2013jcp","Claude/docs/v1.0.23/_sections/ch1v22_bib.tex","47","47","C. Y. Son, J. Kim, J.-H. Kim, J. S. Kim, and S. Lee, ``An accurate expression for the rates of diffusion-influenced bimolecular reactions with long-range reactivity,'' \emph{J. Chem. Phys.} \textbf{138}(16), 164123 (2013). DOI: 10.1063/1.4802584. [ratio 닫힘 방법론의 확장 유도 --- \cite{lee2017jcp} Ref.~7 (제목$\cdot$DOI Crossref 확정).]","10.1063/1.4802584","DOI_METADATA_RETRIEVED","An accurate expression for the rates of diffusion-influenced bimolecular reactions with long-range reactivity","Son","2013","The Journal of Chemical Physics","","3","_sections/ch1_appE_selfconsistent.tex || _sections/ch1v22_bib.tex","112 || 14 || 46","_sections/ch1_appE_selfconsistent.tex:112 :: \cite{lee2017jcp}. 원 방법론(제2종 Fredholm 의 효율 해법) = \textbf{Ref.~6} \cite{lee2011jcp}$\cdot$\textbf{Ref.~7} \cite{son2013jcp}. || _sections/ch1_appE_selfconsistent.tex:14 :: 적분방정식의 미지량을 \emph{비}로 치환해 닫는 기법, Refs.~\cite{lee2011jcp,son2013jcp} --- 적용 논문 || _sections/ch1v22_bib.tex:46 :: \bibitem{lee2011jcp} S. Lee, C. Y. Son, J. Sung, and S. Chong, \emph{J. Chem. Phys.} \textbf{134}, 121102 (2011). [Communication --- 확산영향 반응의 장거리 반응성 rate; 제2종 Fredholm 방정식의 효율 해법(ratio 근사) 원 유도이자 \cite{son2013jcp}(Ref.~7)의 선행, \cite{lee2017jcp} Ref.~6. 정확 표제$\cdot$DOI 는 원문 대조 대기(공개 색인 미확정).]","partially supports","CLAIM_LEVEL_OVERRIDE_RECORDED","SRC-EX-044","Medium","directness=INDIRECT; transferability=UNJUSTIFIED_TRANSFER; claim_strength=UNDERQUALIFIED; evidence=Local: _sections/ch1_appE_selfconsistent.tex:10-17,108-116; DOI/full text: https://doi.org/10.1063/1.4802584","Describe Son as methodological inspiration only and require an internal derivation plus numerical convergence/error validation for the Ch1 closure."
