"path","bytes","sha256","extension","media_class","line_count","pdf_pages","initial_disposition","disposition_reason","assigned_worker","read_status","metadata_error"
"Claude/docs/v1.0.20/results/RESULT_P6_convention.md","3087","42f0b660e056ee44f24e54380c8040340381469217e9f487c96c1494ddc42a8f",".md","TEXT","44","","REQUIRED_FULL_REVIEW","Version-local final document, code, test, result, or asset","F_docs_v1019_v1020","MACHINE_INVENTORIED_NOT_SEMANTICALLY_READ",""
"Claude/docs/v1.0.20/results/RESULT_P7_review.md","4029","0844f8d4374692591277decf5fa28c166bb85a4916fd569d2e8a8643138d2abd",".md","TEXT","45","","REQUIRED_FULL_REVIEW","Version-local final document, code, test, result, or asset","F_docs_v1019_v1020","MACHINE_INVENTORIED_NOT_SEMANTICALLY_READ",""
"Claude/docs/v1.0.20/results/snapshot_v1019_baseline.json","22998","deb97711e6e7570a680421a4ce71a06eac581b8a0d8c8b3adfca9a132e45e14e",".json","TEXT","1120","","REQUIRED_FULL_REVIEW","Version-local final document, code, test, result, or asset","F_docs_v1019_v1020","MACHINE_INVENTORIED_NOT_SEMANTICALLY_READ",""
"Claude/docs/v1.0.20/results/snapshot_v1020_final.json","26887","015ff76e3edb006f3c2613d0c2e3afe62b107bd14866a25d97fc93d3cd59c6b5",".json","TEXT","1299","","REQUIRED_FULL_REVIEW","Version-local final document, code, test, result, or asset","F_docs_v1019_v1020","MACHINE_INVENTORIED_NOT_SEMANTICALLY_READ",""
"Claude/docs/v1.0.20/results/snapshot_v1020_p0.json","22998","8468a3e1908ad41833fec20da2c3a345a071dcb906a1651e298effc3c3e3cb1c",".json","TEXT","1120","","REQUIRED_FULL_REVIEW","Version-local final document, code, test, result, or asset","F_docs_v1019_v1020","MACHINE_INVENTORIED_NOT_SEMANTICALLY_READ",""
"Claude/docs/v1.0.20/results/snapshot_v1020_p2.json","23409","964ba9bdaf0b05afe4814c8cf42795f3231b3b706ed7de45d6e919db9c9b94a4",".json","TEXT","1139","","REQUIRED_FULL_REVIEW","Version-local final document, code, test, result, or asset","F_docs_v1019_v1020","MACHINE_INVENTORIED_NOT_SEMANTICALLY_READ",""
"Claude/docs/v1.0.20/results/snapshot_v1020_p3.json","23426","befca6ff4e56dda78c693d525431ffff21b2ce97a15b46114c9cb93e4e360e45",".json","TEXT","1140","","REQUIRED_FULL_REVIEW","Version-local final document, code, test, result, or asset","F_docs_v1019_v1020","MACHINE_INVENTORIED_NOT_SEMANTICALLY_READ",""
"Claude/docs/v1.0.20/results/snapshot_v1020_p4.json","23545","d01cf1dae5d82950d9685d1186607cc407dfc20bcf987cc5cbec6ed2b5bfabe1",".json","TEXT","1146","","REQUIRED_FULL_REVIEW","Version-local final document, code, test, result, or asset","F_docs_v1019_v1020","MACHINE_INVENTORIED_NOT_SEMANTICALLY_READ",""
"Claude/docs/v1.0.20/results/snapshot_v1020_p5.json","23577","613062768665789713a1f26edeabcddb30cc548a17dd1922661a31d9002bec53",".json","TEXT","1148","","REQUIRED_FULL_REVIEW","Version-local final document, code, test, result, or asset","F_docs_v1019_v1020","MACHINE_INVENTORIED_NOT_SEMANTICALLY_READ",""
"Claude/docs/v1.0.20/results/snapshot_v1020_p6.json","23577","613062768665789713a1f26edeabcddb30cc548a17dd1922661a31d9002bec53",".json","TEXT","1148","","REQUIRED_FULL_REVIEW","Version-local final document, code, test, result, or asset","F_docs_v1019_v1020","MACHINE_INVENTORIED_NOT_SEMANTICALLY_READ",""
"Claude/docs/v1.0.20/results/snapshot_v1020_p7.json","23577","4d1433e815b6cf5c206bdabca3454e76277af2f32ba146e6c449d33a3b3534ac",".json","TEXT","1148","","REQUIRED_FULL_REVIEW","Version-local final document, code, test, result, or asset","F_docs_v1019_v1020","MACHINE_INVENTORIED_NOT_SEMANTICALLY_READ",""
"Claude/docs/v1.0.20/results/snapshot_v1020_p7b.json","23963","86dc5129a95a2d899c93ae936decf9114cba9e6888eae1c4a0901cf04d1a5717",".json","TEXT","1166","","REQUIRED_FULL_REVIEW","Version-local final document, code, test, result, or asset","F_docs_v1019_v1020","MACHINE_INVENTORIED_NOT_SEMANTICALLY_READ",""
"Claude/docs/v1.0.20/results/STEP_LOG_P0.md","4189","33ec7c078c095a8abfd3e04f0326ef6b661a3f68dd0365c90cf30e9c383691ad",".md","TEXT","40","","REQUIRED_FULL_REVIEW","Version-local final document, code, test, result, or asset","F_docs_v1019_v1020","MACHINE_INVENTORIED_NOT_SEMANTICALLY_READ",""
"Claude/docs/v1.0.20/results/STEP_LOG_P1.md","2898","8687b2aa1314c93dee0831c72e446731fde20182859a5eddc5701a7fd63d97c9",".md","TEXT","32","","REQUIRED_FULL_REVIEW","Version-local final document, code, test, result, or asset","F_docs_v1019_v1020","MACHINE_INVENTORIED_NOT_SEMANTICALLY_READ",""
"Claude/docs/v1.0.20/results/STEP_LOG_P2.md","2740","7dc230afd2dd3008ebc6ade9ca129ec50b31441756ca693873c2ae70362598fc",".md","TEXT","34","","REQUIRED_FULL_REVIEW","Version-local final document, code, test, result, or asset","F_docs_v1019_v1020","MACHINE_INVENTORIED_NOT_SEMANTICALLY_READ",""
"Claude/docs/v1.0.20/results/STEP_LOG_P3.md","2760","3a73507198b5cd0ed6944db81b54ac13ec72d8a36d9b88f80f84121c1dbf7f96",".md","TEXT","32","","REQUIRED_FULL_REVIEW","Version-local final document, code, test, result, or asset","F_docs_v1019_v1020","MACHINE_INVENTORIED_NOT_SEMANTICALLY_READ",""
"Claude/docs/v1.0.20/results/STEP_LOG_P4.md","3408","3272cc28dc6e5e9fe945e3f14b7f217fe35518d71eb6f763a95e2fba09659f23",".md","TEXT","33","","REQUIRED_FULL_REVIEW","Version-local final document, code, test, result, or asset","F_docs_v1019_v1020","MACHINE_INVENTORIED_NOT_SEMANTICALLY_READ",""
"Claude/docs/v1.0.20/results/STEP_LOG_P5.md","3948","e27691c2b2916a9dbc2b6bf531e983c1878fafbfc1d886aadc9c69ae2273f802",".md","TEXT","31","","REQUIRED_FULL_REVIEW","Version-local final document, code, test, result, or asset","F_docs_v1019_v1020","MACHINE_INVENTORIED_NOT_SEMANTICALLY_READ",""
"Claude/docs/v1.0.20/results/STEP_LOG_P6.md","4742","4c82a5dfaf472044b37f99cbfc077bd41aea1aafe9de4657a68b5b0dac4fa209",".md","TEXT","41","","REQUIRED_FULL_REVIEW","Version-local final document, code, test, result, or asset","F_docs_v1019_v1020","MACHINE_INVENTORIED_NOT_SEMANTICALLY_READ",""
"Claude/docs/v1.0.20/results/STEP_LOG_P7.md","9051","8fe92600a0366bcc7e69cfdfa054f4b3f01f38884deb08c17314b1d281209d28",".md","TEXT","66","","REQUIRED_FULL_REVIEW","Version-local final document, code, test, result, or asset","F_docs_v1019_v1020","MACHINE_INVENTORIED_NOT_SEMANTICALLY_READ",""
"Claude/docs/v1.0.20/results/tools_check_structure.py","8313","7389bfce4c204e1d57801d84d43bb464c5bc918a9e9ad678f353f7880cd670b3",".py","TEXT","165","","REQUIRED_FULL_REVIEW","Version-local final document, code, test, result, or asset","F_docs_v1019_v1020","MACHINE_INVENTORIED_NOT_SEMANTICALLY_READ",""
"Claude/docs/v1.0.20/results/V1020_CHANGE_LOG.md","11569","d03764d8179f08651851d3b83be0109c9f25bbcfdfc44e28fce4a1edcea86e8d",".md","TEXT","43","","REQUIRED_FULL_REVIEW","Version-local final document, code, test, result, or asset","F_docs_v1019_v1020","MACHINE_INVENTORIED_NOT_SEMANTICALLY_READ",""
"Claude/docs/v1.0.20/results/V1020_EXECUTION_LEDGER.md","4165","7b9bb6d4337efc84cdab65b9488734799c22a339da0bd441e0b99977f369436e",".md","TEXT","16","","REQUIRED_FULL_REVIEW","Version-local final document, code, test, result, or asset","F_docs_v1019_v1020","MACHINE_INVENTORIED_NOT_SEMANTICALLY_READ",""
"Claude/docs/v1.0.20/results/V1020_KICKOFF_SURVEY_history.md","3636","7793bd32d005ad69a02f324eb1b542ff572b5f039e2aac5ab3ac9e4ec2f60405",".md","TEXT","29","","REQUIRED_FULL_REVIEW","Version-local final document, code, test, result, or asset","F_docs_v1019_v1020","MACHINE_INVENTORIED_NOT_SEMANTICALLY_READ",""
"Claude/docs/v1.0.20/results/V1020_KICKOFF_SURVEY_structure_citation.md","8882","4b096b54690300613e2411144cbfb457f6082246cb5f25c8159c42d4330f936f",".md","TEXT","97","","REQUIRED_FULL_REVIEW","Version-local final document, code, test, result, or asset","F_docs_v1019_v1020","MACHINE_INVENTORIED_NOT_SEMANTICALLY_READ",""
"Claude/docs/v1.0.20/results/V1020_P1_CITATION_BASELINE.md","4140","88a6f093c196d7698c8244e0095326f332f382a430be9f011e744bafb4883fad",".md","TEXT","23","","REQUIRED_FULL_REVIEW","Version-local final document, code, test, result, or asset","F_docs_v1019_v1020","MACHINE_INVENTORIED_NOT_SEMANTICALLY_READ",""
"Claude/docs/v1.0.20/results/V1020_REFERENCE_LEDGER.md","7602","76e8029452df132a608ed48239d82f9065b96a61dece6eb407241a99feb2b4fb",".md","TEXT","54","","REQUIRED_FULL_REVIEW","Version-local final document, code, test, result, or asset","F_docs_v1019_v1020","MACHINE_INVENTORIED_NOT_SEMANTICALLY_READ",""
"Claude/docs/v1.0.20/results/V1020_REFLEDGER_DRAFT_candidates.md","11262","618dd4b9edae76a8eff79e0c88a018bfcae8aeac8ef6d9a740b68f3713a2f3e8",".md","TEXT","47","","REQUIRED_FULL_REVIEW","Version-local final document, code, test, result, or asset","F_docs_v1019_v1020","MACHINE_INVENTORIED_NOT_SEMANTICALLY_READ",""
"Claude/docs/v1.0.20/results/V1020_REFLEDGER_DRAFT_existing.md","20550","b1623858dba91ae3057e9cfcf3bcc01ede5caf2f561fabdb32fae3aa57f3e185",".md","TEXT","77","","REQUIRED_FULL_REVIEW","Version-local final document, code, test, result, or asset","F_docs_v1019_v1020","MACHINE_INVENTORIED_NOT_SEMANTICALLY_READ",""
"Claude/docs/v1.0.20/results/V1020_STYLE_RUBRIC.md","6376","4057c7a0d89d9d0c5f6883a0fc37128d0a1e0ca82d63fbecf3b24129dcc856f0",".md","TEXT","50","","REQUIRED_FULL_REVIEW","Version-local final document, code, test, result, or asset","F_docs_v1019_v1020","MACHINE_INVENTORIED_NOT_SEMANTICALLY_READ",""
"Claude/docs/v1.0.20/test_gates_v1020.py","22050","ecdee4458754d4de9f4820222c9a71ecf41f2bc5a59fa33741fab77d019d648a",".py","TEXT","427","","REQUIRED_FULL_REVIEW","Version-local final document, code, test, result, or asset","F_docs_v1019_v1020","MACHINE_INVENTORIED_NOT_SEMANTICALLY_READ",""
"Claude/docs/v1.0.21/_sections/ch1_appA_signcheck.tex","6549","83623700efc8d8ed0b7b09d31ed29fd9b3e875d2229d0755d401e94222a66fb3",".tex","TEXT","89","","REQUIRED_FULL_REVIEW","Version-local final document, code, test, result, or asset","G_docs_v1021_v1022","MACHINE_INVENTORIED_NOT_SEMANTICALLY_READ",""
"Claude/docs/v1.0.21/_sections/ch1_appB_codemap.tex","11137","ae3bc2e6884a10c5e4072a1dfdde80fc9e8f7f248172988e1bbfb397ad76ef5e",".tex","TEXT","157","","REQUIRED_FULL_REVIEW","Version-local final document, code, test, result, or asset","G_docs_v1021_v1022","MACHINE_INVENTORIED_NOT_SEMANTICALLY_READ",""
"Claude/docs/v1.0.21/_sections/ch1_appC_navaid.tex","11097","335242dcaab2cfd6510e6a2832e359bb90b9f064c0f456b2f2792b7eabbb4a4a",".tex","TEXT","142","","REQUIRED_FULL_REVIEW","Version-local final document, code, test, result, or asset","G_docs_v1021_v1022","MACHINE_INVENTORIED_NOT_SEMANTICALLY_READ",""
"Claude/docs/v1.0.21/_sections/ch1_appD_si.tex","9276","f5117b0eeab184c25466d814cc94fe93509eb1f0496e6dc649994f8a2c91f90a",".tex","TEXT","91","","REQUIRED_FULL_REVIEW","Version-local final document, code, test, result, or asset","G_docs_v1021_v1022","MACHINE_INVENTORIED_NOT_SEMANTICALLY_READ",""
"Claude/docs/v1.0.21/_sections/ch1_bib.tex","17092","dc58338a8abd45116d846c0053ed41265d45b0f37852fafe93b8ecd7488d651d",".tex","TEXT","64","","REQUIRED_FULL_REVIEW","Version-local final document, code, test, result, or asset","G_docs_v1021_v1022","MACHINE_INVENTORIED_NOT_SEMANTICALLY_READ",""
"Claude/docs/v1.0.21/_sections/ch1_preamble.tex","3036","c64c23047bfd53a024bf7b4505c4de21a7b999cc536532e1d572c323aa8ab89e",".tex","TEXT","77","","REQUIRED_FULL_REVIEW","Version-local final document, code, test, result, or asset","G_docs_v1021_v1022","MACHINE_INVENTORIED_NOT_SEMANTICALLY_READ",""
"Claude/docs/v1.0.21/_sections/ch1_sec00_intro.tex","7895","cf4a6d1a132e0b70a7d505b3c8d2b9d18cb93db1d314918805bfe01126d2819f",".tex","TEXT","105","","REQUIRED_FULL_REVIEW","Version-local final document, code, test, result, or asset","G_docs_v1021_v1022","MACHINE_INVENTORIED_NOT_SEMANTICALLY_READ",""
"Claude/docs/v1.0.21/_sections/ch1_sec01_n0n1.tex","20212","465b9c9a985cd6073e1dd2666157d5114b5fa675a553704f4c01a8c043d8b479",".tex","TEXT","223","","REQUIRED_FULL_REVIEW","Version-local final document, code, test, result, or asset","G_docs_v1021_v1022","MACHINE_INVENTORIED_NOT_SEMANTICALLY_READ",""
"Claude/docs/v1.0.21/_sections/ch1_sec02a_part0.tex","27726","194f31b1a464f1295ea72c89138d57c5dff8c1ce6a472aa339dc4a38f964fb6f",".tex","TEXT","365","","REQUIRED_FULL_REVIEW","Version-local final document, code, test, result, or asset","G_docs_v1021_v1022","MACHINE_INVENTORIED_NOT_SEMANTICALLY_READ",""
"Claude/docs/v1.0.21/_sections/ch1_sec02b_part0.tex","36071","469f9de88fdedb33c6932e0b75642eab0412b6a05d0167849497cae9d60db765",".tex","TEXT","442","","REQUIRED_FULL_REVIEW","Version-local final document, code, test, result, or asset","G_docs_v1021_v1022","MACHINE_INVENTORIED_NOT_SEMANTICALLY_READ",""
"Claude/docs/v1.0.21/_sections/ch1_sec03_center.tex","8860","a22984522c5978ccb63e68eaa456ebd6c46917701cb1cf73d190027240474522",".tex","TEXT","119","","REQUIRED_FULL_REVIEW","Version-local final document, code, test, result, or asset","G_docs_v1021_v1022","MACHINE_INVENTORIED_NOT_SEMANTICALLY_READ",""
"Claude/docs/v1.0.21/_sections/ch1_sec04_hys.tex","23247","608d0a71909ee63627be7a87a1149190a84b4e75e319bf93a36730ed7eb9ee71",".tex","TEXT","321","","REQUIRED_FULL_REVIEW","Version-local final document, code, test, result, or asset","G_docs_v1021_v1022","MACHINE_INVENTORIED_NOT_SEMANTICALLY_READ",""
"Claude/docs/v1.0.21/_sections/ch1_sec05_width.tex","29816","b619a5b8fe7cabe59371c995384331ffa7d1d6e30bc33db0c3c2bd2853d73d17",".tex","TEXT","378","","REQUIRED_FULL_REVIEW","Version-local final document, code, test, result, or asset","G_docs_v1021_v1022","MACHINE_INVENTORIED_NOT_SEMANTICALLY_READ",""
"Claude/docs/v1.0.21/_sections/ch1_sec06_eqpeak.tex","3391","55b2378d72900c26efa0216e731a0e7d606d010a484f17243c47e756b4edf708",".tex","TEXT","43","","REQUIRED_FULL_REVIEW","Version-local final document, code, test, result, or asset","G_docs_v1021_v1022","MACHINE_INVENTORIED_NOT_SEMANTICALLY_READ",""
"Claude/docs/v1.0.21/_sections/ch1_sec07_broadening.tex","29841","a6a2c1878cca157fa35666160ea03fd7188d11374bc6471b58413bb77ffd96fa",".tex","TEXT","307","","REQUIRED_FULL_REVIEW","Version-local final document, code, test, result, or asset","G_docs_v1021_v1022","MACHINE_INVENTORIED_NOT_SEMANTICALLY_READ",""
"Claude/docs/v1.0.21/_sections/ch1_sec08_lag.tex","9819","4835e52fd35de70d25054c95b0eb078947502afa19259b79c5691a53cbb2f038",".tex","TEXT","131","","REQUIRED_FULL_REVIEW","Version-local final document, code, test, result, or asset","G_docs_v1021_v1022","MACHINE_INVENTORIED_NOT_SEMANTICALLY_READ",""
"Claude/docs/v1.0.21/_sections/ch1_sec09_tail.tex","18224","078378d788205361a41c5bb9175b06035f4c9a4ee1cd57311fbad6befaa64cf3",".tex","TEXT","244","","REQUIRED_FULL_REVIEW","Version-local final document, code, test, result, or asset","G_docs_v1021_v1022","MACHINE_INVENTORIED_NOT_SEMANTICALLY_READ",""
"Claude/docs/v1.0.21/_sections/ch1_sec10_sum.tex","15419","8ebb7208e77f3e2a348d3cf42f7fbe7e805f72faf7ae36ebe01165475c178628",".tex","TEXT","169","","REQUIRED_FULL_REVIEW","Version-local final document, code, test, result, or asset","G_docs_v1021_v1022","MACHINE_INVENTORIED_NOT_SEMANTICALLY_READ",""
"Claude/docs/v1.0.21/_sections/ch1_sec11_lcointro.tex","14378","0a904e4327bb906de24b517d1ea2b6f3f7b3affcdfd110da3fded3accb13081f",".tex","TEXT","172","","REQUIRED_FULL_REVIEW","Version-local final document, code, test, result, or asset","G_docs_v1021_v1022","MACHINE_INVENTORIED_NOT_SEMANTICALLY_READ",""
"Claude/docs/v1.0.21/_sections/ch1_sec12_lcocenter.tex","10398","7fd8be513e94cc6c29fa948efc543266bc7dcc3ddb6a7929cb4a8e36d95b2590",".tex","TEXT","112","","REQUIRED_FULL_REVIEW","Version-local final document, code, test, result, or asset","G_docs_v1021_v1022","MACHINE_INVENTORIED_NOT_SEMANTICALLY_READ",""
"Claude/docs/v1.0.21/_sections/ch1_sec13_lcohys.tex","13289","4e875cd96cbf64a8a7a68505f8c4590fb00dc6b5892c8a0184a2f732221846e5",".tex","TEXT","176","","REQUIRED_FULL_REVIEW","Version-local final document, code, test, result, or asset","G_docs_v1021_v1022","MACHINE_INVENTORIED_NOT_SEMANTICALLY_READ",""
"Claude/docs/v1.0.21/_sections/ch1_sec14_lcodecomp.tex","10025","10339857f910231823aa6e2b2634f424ef91792d35ed8a815f9174240866f1f9",".tex","TEXT","105","","REQUIRED_FULL_REVIEW","Version-local final document, code, test, result, or asset","G_docs_v1021_v1022","MACHINE_INVENTORIED_NOT_SEMANTICALLY_READ",""
"Claude/docs/v1.0.21/_sections/ch1_sec15_lcoelec.tex","33403","d312c4b0d1d4b3be20f6b597b5fc197495db08ab3c1f65376271526e97f44c42",".tex","TEXT","346","","REQUIRED_FULL_REVIEW","Version-local final document, code, test, result, or asset","G_docs_v1021_v1022","MACHINE_INVENTORIED_NOT_SEMANTICALLY_READ",""
"Claude/docs/v1.0.21/_sections/ch1_sec16_lcopeak.tex","4979","5af91d815c246f90a8f44cc95000bf8e1ad639c8478e9b3d6257b6c6a454f7cf",".tex","TEXT","68","","REQUIRED_FULL_REVIEW","Version-local final document, code, test, result, or asset","G_docs_v1021_v1022","MACHINE_INVENTORIED_NOT_SEMANTICALLY_READ",""
"Claude/docs/v1.0.21/_sections/ch1_sec17_msmr.tex","10976","db3637fb03f0f78e8929defec3c752f5ed543634607027b0b9cd97804db4907c",".tex","TEXT","136","","REQUIRED_FULL_REVIEW","Version-local final document, code, test, result, or asset","G_docs_v1021_v1022","MACHINE_INVENTORIED_NOT_SEMANTICALLY_READ",""
"Claude/docs/v1.0.21/_sections/ch1_sec18_inputs.tex","5032","e8b762409420960e04c2083816228836311291a3cd4c906fc659eeb591d782a2",".tex","TEXT","68","","REQUIRED_FULL_REVIEW","Version-local final document, code, test, result, or asset","G_docs_v1021_v1022","MACHINE_INVENTORIED_NOT_SEMANTICALLY_READ",""
"Claude/docs/v1.0.21/_sections/ch2_appA_traps.tex","4120","41ec139563a8107e652e28f16c0ad8db2509f9ebe0fec146df82dcc00921b8a5",".tex","TEXT","74","","REQUIRED_FULL_REVIEW","Version-local final document, code, test, result, or asset","G_docs_v1021_v1022","MACHINE_INVENTORIED_NOT_SEMANTICALLY_READ",""
"Claude/docs/v1.0.21/_sections/ch2_appB_codemap.tex","5605","6c11234e9bf0c275299fcc845993e184e98e5c819f949bb9cb1e6d7920ecf88c",".tex","TEXT","74","","REQUIRED_FULL_REVIEW","Version-local final document, code, test, result, or asset","G_docs_v1021_v1022","MACHINE_INVENTORIED_NOT_SEMANTICALLY_READ",""
"Claude/docs/v1.0.21/_sections/ch2_bib.tex","5577","b8dd16824ac0029930515f0120748d07fe9395b23ac2bb0fc7b3e5634963e4ee",".tex","TEXT","27","","REQUIRED_FULL_REVIEW","Version-local final document, code, test, result, or asset","G_docs_v1021_v1022","MACHINE_INVENTORIED_NOT_SEMANTICALLY_READ",""
"Claude/docs/v1.0.21/_sections/ch2_preamble.tex","2627","aa02d8b576217ceb99be5f669c324defc866ae1bf288282b96eb823ee9555a74",".tex","TEXT","56","","REQUIRED_FULL_REVIEW","Version-local final document, code, test, result, or asset","G_docs_v1021_v1022","MACHINE_INVENTORIED_NOT_SEMANTICALLY_READ",""
"Claude/docs/v1.0.21/_sections/ch2_sec00_intro.tex","7114","2204774d661bda115966451ed1fad7a34cbd1dc67a26a553fbf0bb089f1efbf0",".tex","TEXT","80","","REQUIRED_FULL_REVIEW","Version-local final document, code, test, result, or asset","G_docs_v1021_v1022","MACHINE_INVENTORIED_NOT_SEMANTICALLY_READ",""
"Claude/docs/v1.0.21/_sections/ch2_sec01_partition.tex","12508","58547ec60393c8205d4ae9b21dbdb3c5595c2b84e9fd705dad621bf772d3cdb8",".tex","TEXT","144","","REQUIRED_FULL_REVIEW","Version-local final document, code, test, result, or asset","G_docs_v1021_v1022","MACHINE_INVENTORIED_NOT_SEMANTICALLY_READ",""
"Claude/docs/v1.0.21/_sections/ch2_sec02_config.tex","15317","9953d91110a0ad6ebdb6a26ab886077deb9969ed6a2f0792bfb18d98158f1ea3",".tex","TEXT","190","","REQUIRED_FULL_REVIEW","Version-local final document, code, test, result, or asset","G_docs_v1021_v1022","MACHINE_INVENTORIED_NOT_SEMANTICALLY_READ",""
"Claude/docs/v1.0.21/_sections/ch2_sec03_vibel.tex","9640","7f1e4517a4f43af27eeeb502077621be3ddc6f205e03024b6f108f5bcfc08c49",".tex","TEXT","102","","REQUIRED_FULL_REVIEW","Version-local final document, code, test, result, or asset","G_docs_v1021_v1022","MACHINE_INVENTORIED_NOT_SEMANTICALLY_READ",""
"Claude/docs/v1.0.21/_sections/ch2_sec04_einstein.tex","16404","632205e52d3dfaf42696dd6138c086a2c57f884837f74fc6669073161eb632cd",".tex","TEXT","191","","REQUIRED_FULL_REVIEW","Version-local final document, code, test, result, or asset","G_docs_v1021_v1022","MACHINE_INVENTORIED_NOT_SEMANTICALLY_READ",""
"Claude/docs/v1.0.21/_sections/ch2_sec05_mixing.tex","21735","a463f7070892f253e51a5bf8aa1f57ee7cf822079433a46f6a2a909fbd37432c",".tex","TEXT","243","","REQUIRED_FULL_REVIEW","Version-local final document, code, test, result, or asset","G_docs_v1021_v1022","MACHINE_INVENTORIED_NOT_SEMANTICALLY_READ",""
"Claude/docs/v1.0.21/_sections/ch2_sec06_limits.tex","3972","7a0a99a2bea048049ffb3aba1c2dbc2cdf84974d4e5072c43070cb21e4980042",".tex","TEXT","52","","REQUIRED_FULL_REVIEW","Version-local final document, code, test, result, or asset","G_docs_v1021_v1022","MACHINE_INVENTORIED_NOT_SEMANTICALLY_READ",""
"Claude/docs/v1.0.21/_sections/ch2_sec07_revheat.tex","5486","beb07e9d6e3182a38dbfad81cc3e3cb1ec1165a57f96415d9f6f2e416375d48a",".tex","TEXT","58","","REQUIRED_FULL_REVIEW","Version-local final document, code, test, result, or asset","G_docs_v1021_v1022","MACHINE_INVENTORIED_NOT_SEMANTICALLY_READ",""
"Claude/docs/v1.0.21/_sections/ch2_sec08_synthesis.tex","18578","a4c2c61341326811e1be72ee7a834de2b76136b873358b671740f00e759d995a",".tex","TEXT","231","","REQUIRED_FULL_REVIEW","Version-local final document, code, test, result, or asset","G_docs_v1021_v1022","MACHINE_INVENTORIED_NOT_SEMANTICALLY_READ",""
"Claude/docs/v1.0.21/_sections/ch2_sec09_method.tex","4094","7354424f5453ea1ae24cc08a6b4fc5ebc6961993be610f6a58f89a166842edd8",".tex","TEXT","43","","REQUIRED_FULL_REVIEW","Version-local final document, code, test, result, or asset","G_docs_v1021_v1022","MACHINE_INVENTORIED_NOT_SEMANTICALLY_READ",""
"Claude/docs/v1.0.21/_sections/ch2_sec10_closing.tex","2492","21ec0c5195a0ed01298e433c90d963d83b1d448baf1be15917f958dee36a7fa4",".tex","TEXT","25","","REQUIRED_FULL_REVIEW","Version-local final document, code, test, result, or asset","G_docs_v1021_v1022","MACHINE_INVENTORIED_NOT_SEMANTICALLY_READ",""
"Claude/docs/v1.0.21/Anode_Fit_v1.0.21.py","69343","d50612413f9f956486594ddafde37776f9592b75e2c8a2266927eaaa23267eaf",".py","TEXT","1152","","REQUIRED_FULL_REVIEW","Version-local final document, code, test, result, or asset","G_docs_v1021_v1022","MACHINE_INVENTORIED_NOT_SEMANTICALLY_READ",""
"Claude/docs/v1.0.21/appendix_phase_separation.pdf","243966","33da6e5ca5d37217ceac2271302955d28f431e7c89d7b0bb4153570d5f766123",".pdf","PDF","","8","REQUIRED_VISUAL_OR_MACHINE","Version-local final document, code, test, result, or asset","G_docs_v1021_v1022","MACHINE_INVENTORIED_NOT_SEMANTICALLY_READ",""
"Claude/docs/v1.0.21/appendix_phase_separation.tex","34371","18e6702c0cb66049a6ed1760ad0d6a2c403f7c2aa0c2c2bd9e6e4dc2a5df336e",".tex","TEXT","497","","REQUIRED_FULL_REVIEW","Version-local final document, code, test, result, or asset","G_docs_v1021_v1022","MACHINE_INVENTORIED_NOT_SEMANTICALLY_READ",""
"Claude/docs/v1.0.21/FITTING_GUIDE.md","24415","f7ca9038e163cfba6313f85e0cd4f3095ac2890a9ff9eb6f8aa4a8cdf12409e1",".md","TEXT","137","","REQUIRED_FULL_REVIEW","Version-local final document, code, test, result, or asset","G_docs_v1021_v1022","MACHINE_INVENTORIED_NOT_SEMANTICALLY_READ",""
"Claude/docs/v1.0.21/graphite_ica_ch1_v1.0.21_nav.pdf","960814","fe544e407995fa1351c0a66171a2edcb04a420fe9d394085e568e7f390f6f0ae",".pdf","PDF","","78","REQUIRED_VISUAL_OR_MACHINE","Version-local final document, code, test, result, or asset","G_docs_v1021_v1022","MACHINE_INVENTORIED_NOT_SEMANTICALLY_READ",""
"Claude/docs/v1.0.21/graphite_ica_ch1_v1.0.21_nav.tex","584","cc39dde71001eea7dfff944742f2252440d73dfcc12189b757cecb6e05192a73",".tex","TEXT","8","","REQUIRED_FULL_REVIEW","Version-local final document, code, test, result, or asset","G_docs_v1021_v1022","MACHINE_INVENTORIED_NOT_SEMANTICALLY_READ",""
"Claude/docs/v1.0.21/graphite_ica_ch1_v1.0.21.pdf","934112","50746ba4d978e03ed78282903e5c7ebb0f968d3f4fb98d50c01197c93b03507d",".pdf","PDF","","76","REQUIRED_VISUAL_OR_MACHINE","Version-local final document, code, test, result, or asset","G_docs_v1021_v1022","MACHINE_INVENTORIED_NOT_SEMANTICALLY_READ",""
"Claude/docs/v1.0.21/graphite_ica_ch1_v1.0.21.tex","2085","d9e7afde76a438836cc898c7a3d15910a01d40297ae4e3128f54c007bac2e0b8",".tex","TEXT","48","","REQUIRED_FULL_REVIEW","Version-local final document, code, test, result, or asset","G_docs_v1021_v1022","MACHINE_INVENTORIED_NOT_SEMANTICALLY_READ",""
"Claude/docs/v1.0.21/graphite_ica_ch2_v1.0.21_nav.pdf","484101","ff316312d0b341563970b0a4b40318a22c1b2ddf3cd9dc0908ca694581de1a04",".pdf","PDF","","26","REQUIRED_VISUAL_OR_MACHINE","Version-local final document, code, test, result, or asset","G_docs_v1021_v1022","MACHINE_INVENTORIED_NOT_SEMANTICALLY_READ",""
