"path","sha256","duplicate_group_size","initial_disposition","exact_duplicate_paths","exact_required_counterparts","has_required_counterpart"
"Claude/docs/v1.0.22/_sections/ch2_sec03_vibel.tex","25b15008387d14e3df62d07789e1ee49e9bbc922a7bc92c144542e2a8338465c","2","REQUIRED_FULL_REVIEW","Claude/docs/v1.0.23/_sections/ch2_sec03_vibel.tex","Claude/docs/v1.0.23/_sections/ch2_sec03_vibel.tex","True"
"Claude/docs/v1.0.23/_sections/ch2_sec03_vibel.tex","25b15008387d14e3df62d07789e1ee49e9bbc922a7bc92c144542e2a8338465c","2","REQUIRED_FULL_REVIEW","Claude/docs/v1.0.22/_sections/ch2_sec03_vibel.tex","Claude/docs/v1.0.22/_sections/ch2_sec03_vibel.tex","True"
"Claude/docs/v1.0.22/_sections/ch3v22_bib.tex","2cd527f58b0bebc2d6f082c087066d4b623555f2ed1e6515dee9970043eb0d33","2","REQUIRED_FULL_REVIEW","Claude/docs/v1.0.23/_sections/ch3v22_bib.tex","Claude/docs/v1.0.23/_sections/ch3v22_bib.tex","True"
"Claude/docs/v1.0.23/_sections/ch3v22_bib.tex","2cd527f58b0bebc2d6f082c087066d4b623555f2ed1e6515dee9970043eb0d33","2","REQUIRED_FULL_REVIEW","Claude/docs/v1.0.22/_sections/ch3v22_bib.tex","Claude/docs/v1.0.22/_sections/ch3v22_bib.tex","True"
"Claude/docs/v1.0.14/FITTING_GUIDE.md","2ced16e629ab578ae73814549502fc8fa7db66d58c0a5639c9f1c4884486d72c","2","REQUIRED_FULL_REVIEW","Claude/docs/v1.0.15/FITTING_GUIDE.md","Claude/docs/v1.0.15/FITTING_GUIDE.md","True"
"Claude/docs/v1.0.15/FITTING_GUIDE.md","2ced16e629ab578ae73814549502fc8fa7db66d58c0a5639c9f1c4884486d72c","2","REQUIRED_FULL_REVIEW","Claude/docs/v1.0.14/FITTING_GUIDE.md","Claude/docs/v1.0.14/FITTING_GUIDE.md","True"
"Claude/old/Ch1_v10/graphite_ica_ch1_v10.tex","2df18a63de3aeb460937037aa2b8995f05784cf2c4340c25b48a4e7301a6ebf4","2","DERIVATIVE_REVIEW_PENDING","Claude/results/builds/ch1v10/v10-11/v10-11.tex","","False"
"Claude/results/builds/ch1v10/v10-11/v10-11.tex","2df18a63de3aeb460937037aa2b8995f05784cf2c4340c25b48a4e7301a6ebf4","2","DERIVATIVE_REVIEW_PENDING","Claude/old/Ch1_v10/graphite_ica_ch1_v10.tex","","False"
"Claude/old/_archive/Archive_rebuilt/graphite_ica_ch3_rebuilt.tex","310a4c15fff81d9fa5bb8d4923f8dcf0cfd3dcfea426859441ca38b99e3ef292","2","DERIVATIVE_REVIEW_PENDING","Claude/old/work/oldtrack_src/graphite_ica_ch3_rebuilt.tex","","False"
"Claude/old/work/oldtrack_src/graphite_ica_ch3_rebuilt.tex","310a4c15fff81d9fa5bb8d4923f8dcf0cfd3dcfea426859441ca38b99e3ef292","2","DERIVATIVE_REVIEW_PENDING","Claude/old/_archive/Archive_rebuilt/graphite_ica_ch3_rebuilt.tex","","False"
"Claude/docs/v1.0.22/_sections/ch2_sec06_limits.tex","35c9f32505bcb1d4f0e7a7829466df4c7057eac7d7aa303b11e1a6c6d0ef25a3","2","REQUIRED_FULL_REVIEW","Claude/docs/v1.0.23/_sections/ch2_sec06_limits.tex","Claude/docs/v1.0.23/_sections/ch2_sec06_limits.tex","True"
"Claude/docs/v1.0.23/_sections/ch2_sec06_limits.tex","35c9f32505bcb1d4f0e7a7829466df4c7057eac7d7aa303b11e1a6c6d0ef25a3","2","REQUIRED_FULL_REVIEW","Claude/docs/v1.0.22/_sections/ch2_sec06_limits.tex","Claude/docs/v1.0.22/_sections/ch2_sec06_limits.tex","True"
"Claude/old/_archive/Archive_rebuilt/graphite_ica_ch2_rebuilt.tex","365eabb0941496babd1a21e2e4697597be3c17ac30d1f553df7eb99990b14b04","2","DERIVATIVE_REVIEW_PENDING","Claude/old/work/oldtrack_src/graphite_ica_ch2_rebuilt.tex","","False"
"Claude/old/work/oldtrack_src/graphite_ica_ch2_rebuilt.tex","365eabb0941496babd1a21e2e4697597be3c17ac30d1f553df7eb99990b14b04","2","DERIVATIVE_REVIEW_PENDING","Claude/old/_archive/Archive_rebuilt/graphite_ica_ch2_rebuilt.tex","","False"
"Claude/docs/v1.0.22/_sections/ch1_sec07_broadening.tex","38728cd4b7d04f16a8488959c325f8f89edaa6b37e6796ab81f635d57c79fe0b","2","REQUIRED_FULL_REVIEW","Claude/docs/v1.0.23/_sections/ch1_sec07_broadening.tex","Claude/docs/v1.0.23/_sections/ch1_sec07_broadening.tex","True"
"Claude/docs/v1.0.23/_sections/ch1_sec07_broadening.tex","38728cd4b7d04f16a8488959c325f8f89edaa6b37e6796ab81f635d57c79fe0b","2","REQUIRED_FULL_REVIEW","Claude/docs/v1.0.22/_sections/ch1_sec07_broadening.tex","Claude/docs/v1.0.22/_sections/ch1_sec07_broadening.tex","True"
"Claude/docs/v1.0.22/_sections/ch1_sec05_width.tex","3c539ee75fcb0a464a0820ddda15e7c155cde220837a084badb6df334c14cc08","2","REQUIRED_FULL_REVIEW","Claude/docs/v1.0.23/_sections/ch1_sec05_width.tex","Claude/docs/v1.0.23/_sections/ch1_sec05_width.tex","True"
"Claude/docs/v1.0.23/_sections/ch1_sec05_width.tex","3c539ee75fcb0a464a0820ddda15e7c155cde220837a084badb6df334c14cc08","2","REQUIRED_FULL_REVIEW","Claude/docs/v1.0.22/_sections/ch1_sec05_width.tex","Claude/docs/v1.0.22/_sections/ch1_sec05_width.tex","True"
"Claude/docs/v1.0.22/_sections/ch2_sec04_einstein.tex","4092cb0611dda7d23dd1dc8ec6650d22eec4ed1a3a31376bedd2019f6337b264","2","REQUIRED_FULL_REVIEW","Claude/docs/v1.0.23/_sections/ch2_sec04_einstein.tex","Claude/docs/v1.0.23/_sections/ch2_sec04_einstein.tex","True"
"Claude/docs/v1.0.23/_sections/ch2_sec04_einstein.tex","4092cb0611dda7d23dd1dc8ec6650d22eec4ed1a3a31376bedd2019f6337b264","2","REQUIRED_FULL_REVIEW","Claude/docs/v1.0.22/_sections/ch2_sec04_einstein.tex","Claude/docs/v1.0.22/_sections/ch2_sec04_einstein.tex","True"
"Claude/docs/v1.0.19/_sections/ch2_appA_traps.tex","41ec139563a8107e652e28f16c0ad8db2509f9ebe0fec146df82dcc00921b8a5","3","REQUIRED_FULL_REVIEW","Claude/docs/v1.0.20/_sections/ch2_appA_traps.tex | Claude/docs/v1.0.21/_sections/ch2_appA_traps.tex","Claude/docs/v1.0.20/_sections/ch2_appA_traps.tex | Claude/docs/v1.0.21/_sections/ch2_appA_traps.tex","True"
"Claude/docs/v1.0.20/_sections/ch2_appA_traps.tex","41ec139563a8107e652e28f16c0ad8db2509f9ebe0fec146df82dcc00921b8a5","3","REQUIRED_FULL_REVIEW","Claude/docs/v1.0.19/_sections/ch2_appA_traps.tex | Claude/docs/v1.0.21/_sections/ch2_appA_traps.tex","Claude/docs/v1.0.19/_sections/ch2_appA_traps.tex | Claude/docs/v1.0.21/_sections/ch2_appA_traps.tex","True"
"Claude/docs/v1.0.21/_sections/ch2_appA_traps.tex","41ec139563a8107e652e28f16c0ad8db2509f9ebe0fec146df82dcc00921b8a5","3","REQUIRED_FULL_REVIEW","Claude/docs/v1.0.19/_sections/ch2_appA_traps.tex | Claude/docs/v1.0.20/_sections/ch2_appA_traps.tex","Claude/docs/v1.0.19/_sections/ch2_appA_traps.tex | Claude/docs/v1.0.20/_sections/ch2_appA_traps.tex","True"
"Claude/docs/v1.0.19/_sections/ch1_sec08_lag.tex","42e2860baec2349d37a79b27076625c2a973e132e16dd94608b24611ee48331f","2","REQUIRED_FULL_REVIEW","Claude/docs/v1.0.20/_sections/ch1_sec08_lag.tex","Claude/docs/v1.0.20/_sections/ch1_sec08_lag.tex","True"
"Claude/docs/v1.0.20/_sections/ch1_sec08_lag.tex","42e2860baec2349d37a79b27076625c2a973e132e16dd94608b24611ee48331f","2","REQUIRED_FULL_REVIEW","Claude/docs/v1.0.19/_sections/ch1_sec08_lag.tex","Claude/docs/v1.0.19/_sections/ch1_sec08_lag.tex","True"
"Claude/old/Ch1_v9/graphite_ica_ch1_v9.pdf","467d5f8ca6cd27d075befb27ccb00386e336c16ee405e08fcf79dbc2bba6872a","2","DERIVATIVE_REVIEW_PENDING","Claude/results/builds/v9/v9-11/v9-11.pdf","","False"
"Claude/results/builds/v9/v9-11/v9-11.pdf","467d5f8ca6cd27d075befb27ccb00386e336c16ee405e08fcf79dbc2bba6872a","2","DERIVATIVE_REVIEW_PENDING","Claude/old/Ch1_v9/graphite_ica_ch1_v9.pdf","","False"
"Claude/docs/v1.0.22/_sections/ch1_sec04_hys.tex","4bfd48d20250ecd95fc7fade2ec9224b29ac9f95246e3f8676f38053ad20f2d5","2","REQUIRED_FULL_REVIEW","Claude/docs/v1.0.23/_sections/ch1_sec04_hys.tex","Claude/docs/v1.0.23/_sections/ch1_sec04_hys.tex","True"
"Claude/docs/v1.0.23/_sections/ch1_sec04_hys.tex","4bfd48d20250ecd95fc7fade2ec9224b29ac9f95246e3f8676f38053ad20f2d5","2","REQUIRED_FULL_REVIEW","Claude/docs/v1.0.22/_sections/ch1_sec04_hys.tex","Claude/docs/v1.0.22/_sections/ch1_sec04_hys.tex","True"
"Claude/docs/v1.0.20/_sections/ch1_sec13_lcohys.tex","4e875cd96cbf64a8a7a68505f8c4590fb00dc6b5892c8a0184a2f732221846e5","2","REQUIRED_FULL_REVIEW","Claude/docs/v1.0.21/_sections/ch1_sec13_lcohys.tex","Claude/docs/v1.0.21/_sections/ch1_sec13_lcohys.tex","True"
"Claude/docs/v1.0.21/_sections/ch1_sec13_lcohys.tex","4e875cd96cbf64a8a7a68505f8c4590fb00dc6b5892c8a0184a2f732221846e5","2","REQUIRED_FULL_REVIEW","Claude/docs/v1.0.20/_sections/ch1_sec13_lcohys.tex","Claude/docs/v1.0.20/_sections/ch1_sec13_lcohys.tex","True"
"Claude/docs/v1.0.19/_sections/ch1_sec06_eqpeak.tex","55b2378d72900c26efa0216e731a0e7d606d010a484f17243c47e756b4edf708","3","REQUIRED_FULL_REVIEW","Claude/docs/v1.0.20/_sections/ch1_sec06_eqpeak.tex | Claude/docs/v1.0.21/_sections/ch1_sec06_eqpeak.tex","Claude/docs/v1.0.20/_sections/ch1_sec06_eqpeak.tex | Claude/docs/v1.0.21/_sections/ch1_sec06_eqpeak.tex","True"
"Claude/docs/v1.0.20/_sections/ch1_sec06_eqpeak.tex","55b2378d72900c26efa0216e731a0e7d606d010a484f17243c47e756b4edf708","3","REQUIRED_FULL_REVIEW","Claude/docs/v1.0.19/_sections/ch1_sec06_eqpeak.tex | Claude/docs/v1.0.21/_sections/ch1_sec06_eqpeak.tex","Claude/docs/v1.0.19/_sections/ch1_sec06_eqpeak.tex | Claude/docs/v1.0.21/_sections/ch1_sec06_eqpeak.tex","True"
"Claude/docs/v1.0.21/_sections/ch1_sec06_eqpeak.tex","55b2378d72900c26efa0216e731a0e7d606d010a484f17243c47e756b4edf708","3","REQUIRED_FULL_REVIEW","Claude/docs/v1.0.19/_sections/ch1_sec06_eqpeak.tex | Claude/docs/v1.0.20/_sections/ch1_sec06_eqpeak.tex","Claude/docs/v1.0.19/_sections/ch1_sec06_eqpeak.tex | Claude/docs/v1.0.20/_sections/ch1_sec06_eqpeak.tex","True"
"Claude/docs/v1.0.19/_sections/ch2_sec01_partition.tex","58547ec60393c8205d4ae9b21dbdb3c5595c2b84e9fd705dad621bf772d3cdb8","3","REQUIRED_FULL_REVIEW","Claude/docs/v1.0.20/_sections/ch2_sec01_partition.tex | Claude/docs/v1.0.21/_sections/ch2_sec01_partition.tex","Claude/docs/v1.0.20/_sections/ch2_sec01_partition.tex | Claude/docs/v1.0.21/_sections/ch2_sec01_partition.tex","True"
"Claude/docs/v1.0.20/_sections/ch2_sec01_partition.tex","58547ec60393c8205d4ae9b21dbdb3c5595c2b84e9fd705dad621bf772d3cdb8","3","REQUIRED_FULL_REVIEW","Claude/docs/v1.0.19/_sections/ch2_sec01_partition.tex | Claude/docs/v1.0.21/_sections/ch2_sec01_partition.tex","Claude/docs/v1.0.19/_sections/ch2_sec01_partition.tex | Claude/docs/v1.0.21/_sections/ch2_sec01_partition.tex","True"
"Claude/docs/v1.0.21/_sections/ch2_sec01_partition.tex","58547ec60393c8205d4ae9b21dbdb3c5595c2b84e9fd705dad621bf772d3cdb8","3","REQUIRED_FULL_REVIEW","Claude/docs/v1.0.19/_sections/ch2_sec01_partition.tex | Claude/docs/v1.0.20/_sections/ch2_sec01_partition.tex","Claude/docs/v1.0.19/_sections/ch2_sec01_partition.tex | Claude/docs/v1.0.20/_sections/ch2_sec01_partition.tex","True"
"Claude/docs/v1.0.22/_sections/ch2_sec05_mixing.tex","58e8a86be003b57d64d605396ec2b5c4623379724dda8db0c93ee8d9e95be9dd","2","REQUIRED_FULL_REVIEW","Claude/docs/v1.0.23/_sections/ch2_sec05_mixing.tex","Claude/docs/v1.0.23/_sections/ch2_sec05_mixing.tex","True"
"Claude/docs/v1.0.23/_sections/ch2_sec05_mixing.tex","58e8a86be003b57d64d605396ec2b5c4623379724dda8db0c93ee8d9e95be9dd","2","REQUIRED_FULL_REVIEW","Claude/docs/v1.0.22/_sections/ch2_sec05_mixing.tex","Claude/docs/v1.0.22/_sections/ch2_sec05_mixing.tex","True"
"Claude/docs/v1.0.22/_sections/ch2_sec09_method.tex","5ac3f9c31aea06d0d280a8aa4e08198e52aea987916b9a042c5a8ca818464367","2","REQUIRED_FULL_REVIEW","Claude/docs/v1.0.23/_sections/ch2_sec09_method.tex","Claude/docs/v1.0.23/_sections/ch2_sec09_method.tex","True"
"Claude/docs/v1.0.23/_sections/ch2_sec09_method.tex","5ac3f9c31aea06d0d280a8aa4e08198e52aea987916b9a042c5a8ca818464367","2","REQUIRED_FULL_REVIEW","Claude/docs/v1.0.22/_sections/ch2_sec09_method.tex","Claude/docs/v1.0.22/_sections/ch2_sec09_method.tex","True"
"Claude/docs/v1.0.20/_sections/ch1_sec16_lcopeak.tex","5af91d815c246f90a8f44cc95000bf8e1ad639c8478e9b3d6257b6c6a454f7cf","2","REQUIRED_FULL_REVIEW","Claude/docs/v1.0.21/_sections/ch1_sec16_lcopeak.tex","Claude/docs/v1.0.21/_sections/ch1_sec16_lcopeak.tex","True"
"Claude/docs/v1.0.21/_sections/ch1_sec16_lcopeak.tex","5af91d815c246f90a8f44cc95000bf8e1ad639c8478e9b3d6257b6c6a454f7cf","2","REQUIRED_FULL_REVIEW","Claude/docs/v1.0.20/_sections/ch1_sec16_lcopeak.tex","Claude/docs/v1.0.20/_sections/ch1_sec16_lcopeak.tex","True"
"Claude/docs/v1.0.22/_sections/ch1_sec10_sum.tex","5edccc997672641f6722cf9eae80cb93c83345f5cc9cfaa205f500a57c16de6e","2","REQUIRED_FULL_REVIEW","Claude/docs/v1.0.23/_sections/ch1_sec10_sum.tex","Claude/docs/v1.0.23/_sections/ch1_sec10_sum.tex","True"
"Claude/docs/v1.0.23/_sections/ch1_sec10_sum.tex","5edccc997672641f6722cf9eae80cb93c83345f5cc9cfaa205f500a57c16de6e","2","REQUIRED_FULL_REVIEW","Claude/docs/v1.0.22/_sections/ch1_sec10_sum.tex","Claude/docs/v1.0.22/_sections/ch1_sec10_sum.tex","True"
"Claude/docs/v1.0.15/figs/graph_suite_v1015.png","5fff0ded45cd9ab4833ec85b5fae00916893832b4c56b032e4ba77990a279b8d","7","REQUIRED_VISUAL_OR_MACHINE","Claude/docs/v1.0.16/figs/graph_suite_v1015.png | Claude/docs/v1.0.17/figs/graph_suite_v1015.png | Claude/docs/v1.0.18.1/figs/graph_suite_v1015.png | Claude/docs/v1.0.18.2/figs/graph_suite_v1015.png | Claude/docs/v1.0.19/figs/graph_suite_v1015.png | Claude/docs/v1.0.20/figs/graph_suite_v1015.png","Claude/docs/v1.0.16/figs/graph_suite_v1015.png | Claude/docs/v1.0.17/figs/graph_suite_v1015.png | Claude/docs/v1.0.18.1/figs/graph_suite_v1015.png | Claude/docs/v1.0.18.2/figs/graph_suite_v1015.png | Claude/docs/v1.0.19/figs/graph_suite_v1015.png | Claude/docs/v1.0.20/figs/graph_suite_v1015.png","True"
"Claude/docs/v1.0.16/figs/graph_suite_v1015.png","5fff0ded45cd9ab4833ec85b5fae00916893832b4c56b032e4ba77990a279b8d","7","REQUIRED_VISUAL_OR_MACHINE","Claude/docs/v1.0.15/figs/graph_suite_v1015.png | Claude/docs/v1.0.17/figs/graph_suite_v1015.png | Claude/docs/v1.0.18.1/figs/graph_suite_v1015.png | Claude/docs/v1.0.18.2/figs/graph_suite_v1015.png | Claude/docs/v1.0.19/figs/graph_suite_v1015.png | Claude/docs/v1.0.20/figs/graph_suite_v1015.png","Claude/docs/v1.0.15/figs/graph_suite_v1015.png | Claude/docs/v1.0.17/figs/graph_suite_v1015.png | Claude/docs/v1.0.18.1/figs/graph_suite_v1015.png | Claude/docs/v1.0.18.2/figs/graph_suite_v1015.png | Claude/docs/v1.0.19/figs/graph_suite_v1015.png | Claude/docs/v1.0.20/figs/graph_suite_v1015.png","True"
"Claude/docs/v1.0.17/figs/graph_suite_v1015.png","5fff0ded45cd9ab4833ec85b5fae00916893832b4c56b032e4ba77990a279b8d","7","REQUIRED_VISUAL_OR_MACHINE","Claude/docs/v1.0.15/figs/graph_suite_v1015.png | Claude/docs/v1.0.16/figs/graph_suite_v1015.png | Claude/docs/v1.0.18.1/figs/graph_suite_v1015.png | Claude/docs/v1.0.18.2/figs/graph_suite_v1015.png | Claude/docs/v1.0.19/figs/graph_suite_v1015.png | Claude/docs/v1.0.20/figs/graph_suite_v1015.png","Claude/docs/v1.0.15/figs/graph_suite_v1015.png | Claude/docs/v1.0.16/figs/graph_suite_v1015.png | Claude/docs/v1.0.18.1/figs/graph_suite_v1015.png | Claude/docs/v1.0.18.2/figs/graph_suite_v1015.png | Claude/docs/v1.0.19/figs/graph_suite_v1015.png | Claude/docs/v1.0.20/figs/graph_suite_v1015.png","True"
"Claude/docs/v1.0.18.1/figs/graph_suite_v1015.png","5fff0ded45cd9ab4833ec85b5fae00916893832b4c56b032e4ba77990a279b8d","7","REQUIRED_VISUAL_OR_MACHINE","Claude/docs/v1.0.15/figs/graph_suite_v1015.png | Claude/docs/v1.0.16/figs/graph_suite_v1015.png | Claude/docs/v1.0.17/figs/graph_suite_v1015.png | Claude/docs/v1.0.18.2/figs/graph_suite_v1015.png | Claude/docs/v1.0.19/figs/graph_suite_v1015.png | Claude/docs/v1.0.20/figs/graph_suite_v1015.png","Claude/docs/v1.0.15/figs/graph_suite_v1015.png | Claude/docs/v1.0.16/figs/graph_suite_v1015.png | Claude/docs/v1.0.17/figs/graph_suite_v1015.png | Claude/docs/v1.0.18.2/figs/graph_suite_v1015.png | Claude/docs/v1.0.19/figs/graph_suite_v1015.png | Claude/docs/v1.0.20/figs/graph_suite_v1015.png","True"
"Claude/docs/v1.0.18.2/figs/graph_suite_v1015.png","5fff0ded45cd9ab4833ec85b5fae00916893832b4c56b032e4ba77990a279b8d","7","REQUIRED_VISUAL_OR_MACHINE","Claude/docs/v1.0.15/figs/graph_suite_v1015.png | Claude/docs/v1.0.16/figs/graph_suite_v1015.png | Claude/docs/v1.0.17/figs/graph_suite_v1015.png | Claude/docs/v1.0.18.1/figs/graph_suite_v1015.png | Claude/docs/v1.0.19/figs/graph_suite_v1015.png | Claude/docs/v1.0.20/figs/graph_suite_v1015.png","Claude/docs/v1.0.15/figs/graph_suite_v1015.png | Claude/docs/v1.0.16/figs/graph_suite_v1015.png | Claude/docs/v1.0.17/figs/graph_suite_v1015.png | Claude/docs/v1.0.18.1/figs/graph_suite_v1015.png | Claude/docs/v1.0.19/figs/graph_suite_v1015.png | Claude/docs/v1.0.20/figs/graph_suite_v1015.png","True"
"Claude/docs/v1.0.19/figs/graph_suite_v1015.png","5fff0ded45cd9ab4833ec85b5fae00916893832b4c56b032e4ba77990a279b8d","7","REQUIRED_VISUAL_OR_MACHINE","Claude/docs/v1.0.15/figs/graph_suite_v1015.png | Claude/docs/v1.0.16/figs/graph_suite_v1015.png | Claude/docs/v1.0.17/figs/graph_suite_v1015.png | Claude/docs/v1.0.18.1/figs/graph_suite_v1015.png | Claude/docs/v1.0.18.2/figs/graph_suite_v1015.png | Claude/docs/v1.0.20/figs/graph_suite_v1015.png","Claude/docs/v1.0.15/figs/graph_suite_v1015.png | Claude/docs/v1.0.16/figs/graph_suite_v1015.png | Claude/docs/v1.0.17/figs/graph_suite_v1015.png | Claude/docs/v1.0.18.1/figs/graph_suite_v1015.png | Claude/docs/v1.0.18.2/figs/graph_suite_v1015.png | Claude/docs/v1.0.20/figs/graph_suite_v1015.png","True"
"Claude/docs/v1.0.20/figs/graph_suite_v1015.png","5fff0ded45cd9ab4833ec85b5fae00916893832b4c56b032e4ba77990a279b8d","7","REQUIRED_VISUAL_OR_MACHINE","Claude/docs/v1.0.15/figs/graph_suite_v1015.png | Claude/docs/v1.0.16/figs/graph_suite_v1015.png | Claude/docs/v1.0.17/figs/graph_suite_v1015.png | Claude/docs/v1.0.18.1/figs/graph_suite_v1015.png | Claude/docs/v1.0.18.2/figs/graph_suite_v1015.png | Claude/docs/v1.0.19/figs/graph_suite_v1015.png","Claude/docs/v1.0.15/figs/graph_suite_v1015.png | Claude/docs/v1.0.16/figs/graph_suite_v1015.png | Claude/docs/v1.0.17/figs/graph_suite_v1015.png | Claude/docs/v1.0.18.1/figs/graph_suite_v1015.png | Claude/docs/v1.0.18.2/figs/graph_suite_v1015.png | Claude/docs/v1.0.19/figs/graph_suite_v1015.png","True"
"Claude/docs/v1.0.22/_sections/ch1_sec02a_part0.tex","60333b410aeabc81b3be08cbf6702f2b841818c6d0785f23eaeb3304a09a49a6","2","REQUIRED_FULL_REVIEW","Claude/docs/v1.0.23/_sections/ch1_sec02a_part0.tex","Claude/docs/v1.0.23/_sections/ch1_sec02a_part0.tex","True"
"Claude/docs/v1.0.23/_sections/ch1_sec02a_part0.tex","60333b410aeabc81b3be08cbf6702f2b841818c6d0785f23eaeb3304a09a49a6","2","REQUIRED_FULL_REVIEW","Claude/docs/v1.0.22/_sections/ch1_sec02a_part0.tex","Claude/docs/v1.0.22/_sections/ch1_sec02a_part0.tex","True"
"Claude/old/_archive/Archive_rebuilt/graphite_ica_ch5_rebuilt.tex","605ca50987909b9774b191df93f91c4ec8db51143d797d1fcca3ce157c31acf6","2","DERIVATIVE_REVIEW_PENDING","Claude/old/work/oldtrack_src/graphite_ica_ch5_rebuilt.tex","","False"
"Claude/old/work/oldtrack_src/graphite_ica_ch5_rebuilt.tex","605ca50987909b9774b191df93f91c4ec8db51143d797d1fcca3ce157c31acf6","2","DERIVATIVE_REVIEW_PENDING","Claude/old/_archive/Archive_rebuilt/graphite_ica_ch5_rebuilt.tex","","False"
"Claude/old/Ch2_v3/graphite_ica_ch2_v3.tex","6123e9e327a440601ca5db8ae196f8a2c7321830d81717c9f7df93870543e0cd","2","DERIVATIVE_REVIEW_PENDING","Claude/results/builds/ch2_v4/v4-00_spine/base_ch2_v3.tex","","False"
"Claude/results/builds/ch2_v4/v4-00_spine/base_ch2_v3.tex","6123e9e327a440601ca5db8ae196f8a2c7321830d81717c9f7df93870543e0cd","2","DERIVATIVE_REVIEW_PENDING","Claude/old/Ch2_v3/graphite_ica_ch2_v3.tex","","False"
"Claude/docs/v1.0.20/results/snapshot_v1020_p5.json","613062768665789713a1f26edeabcddb30cc548a17dd1922661a31d9002bec53","2","REQUIRED_FULL_REVIEW","Claude/docs/v1.0.20/results/snapshot_v1020_p6.json","Claude/docs/v1.0.20/results/snapshot_v1020_p6.json","True"
"Claude/docs/v1.0.20/results/snapshot_v1020_p6.json","613062768665789713a1f26edeabcddb30cc548a17dd1922661a31d9002bec53","2","REQUIRED_FULL_REVIEW","Claude/docs/v1.0.20/results/snapshot_v1020_p5.json","Claude/docs/v1.0.20/results/snapshot_v1020_p5.json","True"
"Claude/docs/v1.0.22/_sections/ch3v22_sec00_intro.tex","6153cf1081ecb09286ca4a298391c07fea761febb0dcf6a3c7791ad907951494","2","REQUIRED_FULL_REVIEW","Claude/docs/v1.0.23/_sections/ch3v22_sec00_intro.tex","Claude/docs/v1.0.23/_sections/ch3v22_sec00_intro.tex","True"
"Claude/docs/v1.0.23/_sections/ch3v22_sec00_intro.tex","6153cf1081ecb09286ca4a298391c07fea761febb0dcf6a3c7791ad907951494","2","REQUIRED_FULL_REVIEW","Claude/docs/v1.0.22/_sections/ch3v22_sec00_intro.tex","Claude/docs/v1.0.22/_sections/ch3v22_sec00_intro.tex","True"
"Claude/docs/v1.0.15/golden_graphite_ref.npz","61b7f59b809417f46618039d1eecf5cc1aca9ed2d0202fcda7d909386c00d0c2","6","REQUIRED_VISUAL_OR_MACHINE","Claude/docs/v1.0.16/golden_graphite_ref.npz | Claude/docs/v1.0.17/golden_graphite_ref.npz | Claude/docs/v1.0.18.1/golden_graphite_ref.npz | Claude/docs/v1.0.18.2/golden_graphite_ref.npz | Claude/docs/v1.0.19/golden_graphite_ref.npz","Claude/docs/v1.0.16/golden_graphite_ref.npz | Claude/docs/v1.0.17/golden_graphite_ref.npz | Claude/docs/v1.0.18.1/golden_graphite_ref.npz | Claude/docs/v1.0.18.2/golden_graphite_ref.npz | Claude/docs/v1.0.19/golden_graphite_ref.npz","True"
"Claude/docs/v1.0.16/golden_graphite_ref.npz","61b7f59b809417f46618039d1eecf5cc1aca9ed2d0202fcda7d909386c00d0c2","6","REQUIRED_VISUAL_OR_MACHINE","Claude/docs/v1.0.15/golden_graphite_ref.npz | Claude/docs/v1.0.17/golden_graphite_ref.npz | Claude/docs/v1.0.18.1/golden_graphite_ref.npz | Claude/docs/v1.0.18.2/golden_graphite_ref.npz | Claude/docs/v1.0.19/golden_graphite_ref.npz","Claude/docs/v1.0.15/golden_graphite_ref.npz | Claude/docs/v1.0.17/golden_graphite_ref.npz | Claude/docs/v1.0.18.1/golden_graphite_ref.npz | Claude/docs/v1.0.18.2/golden_graphite_ref.npz | Claude/docs/v1.0.19/golden_graphite_ref.npz","True"
"Claude/docs/v1.0.17/golden_graphite_ref.npz","61b7f59b809417f46618039d1eecf5cc1aca9ed2d0202fcda7d909386c00d0c2","6","REQUIRED_VISUAL_OR_MACHINE","Claude/docs/v1.0.15/golden_graphite_ref.npz | Claude/docs/v1.0.16/golden_graphite_ref.npz | Claude/docs/v1.0.18.1/golden_graphite_ref.npz | Claude/docs/v1.0.18.2/golden_graphite_ref.npz | Claude/docs/v1.0.19/golden_graphite_ref.npz","Claude/docs/v1.0.15/golden_graphite_ref.npz | Claude/docs/v1.0.16/golden_graphite_ref.npz | Claude/docs/v1.0.18.1/golden_graphite_ref.npz | Claude/docs/v1.0.18.2/golden_graphite_ref.npz | Claude/docs/v1.0.19/golden_graphite_ref.npz","True"
"Claude/docs/v1.0.18.1/golden_graphite_ref.npz","61b7f59b809417f46618039d1eecf5cc1aca9ed2d0202fcda7d909386c00d0c2","6","REQUIRED_VISUAL_OR_MACHINE","Claude/docs/v1.0.15/golden_graphite_ref.npz | Claude/docs/v1.0.16/golden_graphite_ref.npz | Claude/docs/v1.0.17/golden_graphite_ref.npz | Claude/docs/v1.0.18.2/golden_graphite_ref.npz | Claude/docs/v1.0.19/golden_graphite_ref.npz","Claude/docs/v1.0.15/golden_graphite_ref.npz | Claude/docs/v1.0.16/golden_graphite_ref.npz | Claude/docs/v1.0.17/golden_graphite_ref.npz | Claude/docs/v1.0.18.2/golden_graphite_ref.npz | Claude/docs/v1.0.19/golden_graphite_ref.npz","True"
